id_contrato;inadimplente_30d;numero_compras_anteriores;valor_total_contrato;media_valor_compras_anteriores;percentual_parcelas_pagas_valor_total;percentual_valor_contrato_renda;quantidade_atendimentos_sac;media_dias_atraso;max_dias_atraso;total_parcelas_atrasadas;taxa_atrasos
C00862;0;4;988.65;1318.23;0.8888079704647752;0.24338576144675003;1;0.25;2;2;0.125
C00863;1;1;2416.33;462.74;0.833329884577024;1.0452565416942436;0;9.6;26;7;0.7
C00864;0;3;488.54;394.7766666666667;0.9166291398861914;0.2894245750813107;0;0.2727272727272727;2;2;0.18181818181818182
C00865;0;0;3548.3;0.0;0.5833497731307951;1.256825084787787;0;0.5;2;4;0.2857142857142857
C00866;1;1;1926.58;2240.53;0.9444248357192538;1.219292694040808;1;9.941176470588236;26;13;0.7647058823529411
C00867;1;2;7408.18;2370.31;0.6111177104228028;3.237756002902022;3;11.636363636363637;25;10;0.9090909090909091
C00868;0;2;1838.38;1007.605;0.8333423992863281;0.9538332226465218;0;2.2;10;2;0.4
C00869;1;0;2413.72;0.0;0.33334438128697613;0.7970018160805679;2;9.166666666666666;21;4;0.6666666666666666
C00870;1;0;424.43;0.0;0.6666823740074923;0.10367502473222029;0;3.375;25;3;0.375
C00871;1;3;4877.25;1023.9233333333333;0.8999907734891589;3.118545989321909;0;12.555555555555555;21;8;0.8888888888888888
C00872;0;11;1744.44;486.42999999999995;0.19999541400105478;0.2895908071469718;0;11.0;22;1;0.5
C00873;0;0;637.34;0.0;0.16669281702074246;0.3054706147372054;1;3.75;12;3;0.75
C00874;1;1;1511.53;1754.08;0.44442386191474864;0.20089767513570125;1;8.25;18;6;0.75
C00875;0;1;2809.49;1183.96;0.45832517645551335;0.5417544847480963;1;10.272727272727273;26;8;0.7272727272727273
C00876;1;3;622.61;783.4333333333334;0.5555644785660365;0.6540295810748351;1;2.6;11;5;0.5
C00877;0;1;5413.48;543.18;0.11111152160902045;1.3683430943094814;0;0.0;0;0;0.0
C00879;1;0;1431.77;0.0;0.9166346550074385;0.36069823451166916;1;0.45454545454545453;2;3;0.2727272727272727
C00880;0;2;842.18;1654.1799999999998;0.8333135434230213;0.34101878846776806;2;4.0;19;2;0.4
C00881;0;1;2253.54;1017.09;0.399992900059462;0.5509150381123274;1;0.0;0;0;0.0
C00884;1;4;1757.65;703.1875;0.8999743976332033;1.12350106108256;0;4.888888888888889;21;6;0.6666666666666666
C00885;0;1;1090.37;775.66;0.9166246320056496;0.5145244858860503;2;4.181818181818182;21;5;0.45454545454545453
C00886;1;3;1406.26;587.7233333333334;0.9166797036109965;0.4518423792203786;0;3.3636363636363638;15;5;0.45454545454545453
C00887;0;6;1603.1;1092.5716666666667;0.8333229368099309;0.5064766839378239;0;0.4;2;1;0.2
C00889;1;3;11693.76;545.98;0.4999974345291847;4.3577497540470445;4;15.444444444444445;26;8;0.8888888888888888
C00890;1;4;4445.25;629.5400000000001;0.500003374388392;1.1243066743892538;0;0.6666666666666666;2;1;0.3333333333333333
C00891;1;1;4871.8;333.18;0.08333264912352724;3.0867584537695865;1;11.0;14;2;1.0
C00892;0;1;1812.33;500.06;0.9166818405036611;0.7690019645865245;0;5.181818181818182;26;7;0.6363636363636364
C00894;0;3;2281.29;1162.63;0.5833410044317031;1.6378576300391285;0;3.0;19;2;0.2857142857142857
C00895;0;2;1377.09;779.6;0.6110711718188354;0.3528864584507836;0;3.0;23;2;0.18181818181818182
C00896;1;1;1960.32;1012.39;0.3999959190336272;0.9197291933508804;1;16.5;23;4;1.0
C00899;0;2;1848.39;588.735;0.6666774868939996;0.2751333698512688;0;1.9166666666666667;18;4;0.3333333333333333
C00900;1;2;4510.46;715.5;0.6666637105749746;2.33692903921081;2;9.75;21;4;1.0
C00901;0;1;1909.21;374.89;0.8889121678600048;1.0646825264050144;1;0.1875;2;2;0.125
C00902;1;3;464.46;354.9266666666667;0.4582741247900789;0.23911286378402308;1;8.909090909090908;23;7;0.6363636363636364
C00903;0;4;2158.83;1274.0049999999999;0.9444838176234349;0.5959239895546367;2;0.47058823529411764;2;5;0.29411764705882354
C00904;0;0;1589.91;0.0;0.19999874206716103;0.5120911896004174;0;4.0;8;1;0.5
C00905;0;1;1308.89;444.21;0.9000068760552833;0.2783439165365918;1;5.222222222222222;21;4;0.4444444444444444
C00907;0;2;1412.61;455.875;0.9444645018794998;0.4580120743656419;1;2.7058823529411766;21;7;0.4117647058823529
C00908;1;1;1292.88;1400.73;0.5555813377885032;0.7970850981190005;2;3.7;23;4;0.4
C00909;1;0;2968.19;0.0;0.9000030321509068;1.437825766823616;0;4.777777777777778;18;7;0.7777777777777778
C00910;0;5;574.11;762.126;0.6666318301370818;0.25903750360958705;0;0.6875;2;7;0.4375
C00911;0;2;1349.91;1717.12;0.5999955552592395;0.5122959218525855;1;0.0;0;0;0.0
C00912;0;5;2074.74;686.594;0.16667148654771202;1.3428824782037423;0;0.0;0;0;0.0
C00913;0;3;3286.13;2438.7633333333333;0.1666641307556305;0.9286394528987043;0;1.0;2;2;0.6666666666666666
C00914;1;4;731.75;806.0474999999999;0.8333447215579091;0.1844462704926297;0;8.6;20;3;0.6
C00916;0;6;2508.82;504.66833333333335;0.9444519734377117;1.433046398848454;0;6.235294117647059;23;7;0.4117647058823529
C00917;0;6;1447.42;1178.3033333333333;0.499993091155297;0.2487629909581041;1;0.6;2;2;0.4
C00918;0;5;3122.51;1614.1680000000001;0.08333039766085616;0.672737261661101;0;2.0;2;2;1.0
C00919;1;1;1567.44;486.13;0.9166666666666667;0.8750781598928093;0;4.636363636363637;24;5;0.45454545454545453
C00920;0;1;1518.71;712.12;0.8333388204462997;0.5771731736144629;0;0.0;0;0;0.0
C00921;0;2;1274.99;874.98;0.6666718954658468;0.5156224724190366;0;0.0;0;0;0.0
C00922;1;4;14000.0;1149.8525;0.3;7.781409102025389;2;7.333333333333333;9;3;1.0
C00924;0;0;1663.35;0.0;0.8999729461628642;0.32145259040521945;1;0.5555555555555556;2;3;0.3333333333333333
C00925;0;6;1253.1;1382.9433333333334;0.8333333333333334;0.4059727990773198;0;0.0;0;0;0.0
C00926;1;0;1041.3;0.0;0.7917122827235187;0.10087438025175487;5;7.631578947368421;26;8;0.42105263157894735
C00927;0;2;1737.59;400.79;0.3000017265292733;0.6520526868808165;0;3.0;8;2;0.6666666666666666
C00928;0;4;3478.54;371.325;0.9166719370770495;1.5916230845607242;1;4.2727272727272725;21;6;0.5454545454545454
C00929;1;2;2816.24;509.27500000000003;0.8333274152771071;1.272767536347161;1;4.6;22;2;0.4
C00931;0;1;1073.88;441.15;0.16666666666666663;0.3421634538792417;1;0.0;0;0;0.0
C00932;1;2;4990.05;1199.65;0.08333383433031732;1.4105510422143452;0;5.0;10;1;0.5
C00933;1;4;5118.62;1412.8675;0.16666601544947662;3.421857660476248;0;7.5;8;2;1.0
C00934;1;7;1435.73;1172.9142857142856;0.33333565503263146;0.3737498112677083;1;8.5;17;1;0.5
C00935;0;2;2534.9;911.5;0.8999999999999999;1.1477250603315177;1;0.0;0;0;0.0
C00936;1;4;4865.43;978.9425;0.8999944506446502;1.9609497170678234;0;12.555555555555555;24;7;0.7777777777777778
C00937;1;1;1059.72;691.36;0.19999622541803494;0.56650130436642;0;0.0;0;0;0.0
C00938;0;4;2290.04;743.385;0.8333260554400798;0.6174029090222827;1;5.4;26;2;0.4
C00939;0;3;1719.09;810.8566666666667;0.9166826635022017;0.39201284293627103;2;1.0909090909090908;9;3;0.2727272727272727
C00940;0;4;383.28;847.4324999999999;0.9442965977875184;0.09378945822933489;0;0.23529411764705882;2;2;0.11764705882352941
C00941;1;2;1632.18;602.73;0.9000110281954196;1.0367128647467574;3;2.4444444444444446;13;4;0.4444444444444444
C00942;0;3;2216.42;833.5799999999999;0.9166583950695264;0.4153329248251192;0;1.2727272727272727;12;2;0.18181818181818182
C00943;0;2;1105.06;971.49;0.666642535246955;0.41977428385837084;0;2.1666666666666665;12;6;0.5
C00944;0;1;3238.21;556.81;0.7999975294993221;1.1500305423757706;0;0.25;1;2;0.25
C00947;1;5;3359.37;791.718;0.6666726201638997;0.6319178352755284;1;13.25;17;4;1.0
C00949;1;3;2388.02;1430.7533333333333;0.20833158851265904;0.42732341741346236;1;9.0;23;2;0.4
C00950;1;2;826.59;485.56;0.9000108881065582;0.28980380332650835;0;0.1111111111111111;1;1;0.1111111111111111
C00951;1;0;4947.21;0.0;0.599998787195207;1.143234474439499;0;14.833333333333334;25;6;1.0
C00952;1;0;2863.78;0.0;0.666671322517791;1.408307884474475;0;12.25;26;9;0.75
C00953;0;5;1854.93;1019.9440000000001;0.8999854441946596;1.2756199540621949;2;7.111111111111111;22;6;0.6666666666666666
C00954;1;1;2862.9;1143.65;0.9;1.7717829227084534;0;1.2222222222222223;9;3;0.3333333333333333
C00955;1;3;1244.1;545.1533333333333;0.8889317578972753;0.3955299802886755;2;1.9375;26;4;0.25
C00956;1;0;4178.01;0.0;0.33333572681731255;1.1951649998855756;1;6.0;12;1;0.5
C00957;1;1;4256.41;431.19;0.8333313755018901;1.0808008734955055;1;3.2;16;1;0.2
C00958;0;11;2009.25;486.42999999999995;0.8999776035834266;1.0794758558442397;0;1.7777777777777777;11;4;0.4444444444444444
C00959;1;3;1817.11;515.5233333333333;0.8333287472965314;1.1250479834565423;2;2.6;12;2;0.4
C00960;0;0;2714.52;0.0;0.8333333333333333;0.9039240236560285;0;0.1;1;1;0.1
C00961;0;1;2764.83;2140.69;0.7083256475081651;1.1102664803392446;2;0.7647058823529411;9;4;0.23529411764705882
C00962;0;0;405.16;0.0;0.5000493632145325;0.11906350190573307;0;0.8;2;3;0.6
C00963;1;2;7552.2;1493.145;0.055555996928047455;1.2310084645890689;0;0.0;0;0;0.0
C00964;0;10;2083.24;842.7620000000001;0.8333413336917495;0.8426869028453081;0;1.2;2;3;0.6
C00966;0;8;4569.98;812.5925;0.4999978118066163;0.7357904871694966;0;2.6666666666666665;5;2;0.6666666666666666
C00967;0;8;1949.19;1136.10625;0.9166525582421416;0.43797101449275366;3;0.2727272727272727;1;3;0.2727272727272727
C00968;0;2;1371.76;530.245;0.40001166384790343;0.6711975535168195;0;0.5;2;1;0.25
C00969;0;1;1819.43;1374.7;0.8999851601875313;0.7819451607357745;0;1.3333333333333333;11;2;0.2222222222222222
C00970;1;2;846.55;301.575;0.9000531569310731;0.20842617372828148;1;2.7777777777777777;11;5;0.5555555555555556
C00971;0;1;2138.18;1827.08;0.3333302154168499;0.8886570687591434;0;1.0;2;1;0.5
C00972;0;2;532.55;301.275;0.9166838794479393;0.1554268803427534;0;0.18181818181818182;2;1;0.09090909090909091
C00973;1;2;1379.28;2638.395;0.25;0.6003943777233175;1;4.833333333333333;21;3;0.5
C00974;1;5;5183.14;984.896;0.9166702037760894;1.195701772396022;0;6.7272727272727275;20;7;0.6363636363636364
C00975;1;7;3047.13;800.11;0.7999921237361057;1.0346720905121187;0;5.625;26;4;0.5
C00976;1;0;6638.41;0.0;0.7777766061451462;4.406453283062953;2;9.071428571428571;23;12;0.8571428571428571
C00977;0;2;1073.54;1554.895;0.9444268494886078;0.5384877760054574;3;4.117647058823529;25;7;0.4117647058823529
C00978;1;3;1815.02;1172.5666666666666;0.7999911846701414;0.4745956829265104;1;9.625;26;5;0.625
C00979;1;0;568.19;0.0;0.4582446012777416;0.2925737883874689;0;5.090909090909091;22;4;0.36363636363636365
C00980;0;2;1574.89;1719.215;0.9166608461543346;0.8227276764025222;0;6.181818181818182;26;7;0.6363636363636364
C00981;1;1;1904.94;639.65;0.9166377943662268;1.2847084530409096;0;9.727272727272727;22;9;0.8181818181818182
C00982;0;8;525.17;827.93875;0.9000514119237581;0.15913567303205317;0;0.2222222222222222;1;2;0.2222222222222222
C00983;1;2;4536.98;1782.65;0.12499944897266464;1.7967597194555438;1;8.666666666666666;18;2;0.6666666666666666
C00984;1;5;415.64;766.866;0.9443989991338658;0.12764964221000583;2;2.3529411764705883;23;3;0.17647058823529413
C00985;0;1;2026.76;1029.16;0.2500049339833034;0.5285756758589394;0;0.6666666666666666;2;1;0.3333333333333333
C00986;0;0;2494.87;0.0;0.25000501028109684;0.6126514825956166;0;13.333333333333334;23;2;0.6666666666666666
C00987;0;0;3346.28;0.0;0.944421865474497;0.8940149292809473;0;1.5294117647058822;12;3;0.17647058823529413
C00988;1;0;4571.57;0.0;0.9000059060672813;1.7063063130314047;2;4.111111111111111;18;3;0.3333333333333333
C00989;0;2;2643.75;1828.235;0.40000756501182033;0.5739222743712091;0;1.5;4;2;0.5
C00990;0;8;1659.64;1456.92875;0.24999397459690054;0.717443272942631;1;0.0;0;0;0.0
C00991;0;0;1345.62;0.0;0.8333333333333335;0.5189933468325137;0;0.4;2;1;0.2
C00992;1;2;4057.78;956.675;0.8333374406695286;1.8220671570080198;3;8.8;17;4;0.8
C00993;1;0;3839.76;0.0;0.5833333333333334;1.4036673100543955;1;4.928571428571429;20;9;0.6428571428571429
C00994;0;0;2938.04;0.0;0.9166791466419791;1.2725067782368786;0;4.181818181818182;24;5;0.45454545454545453
C00995;1;0;1598.34;0.0;0.19999499480711241;0.911373783335329;1;0.0;0;0;0.0
C00996;0;4;3169.23;648.135;0.6249940837364282;0.7056171419792805;2;9.533333333333333;26;13;0.8666666666666667
C00998;1;1;800.39;689.51;0.12500156173865243;0.1862324910419284;0;4.333333333333333;12;2;0.6666666666666666
C00999;0;2;6932.97;965.25;0.555548343639162;2.081735417579976;0;6.0;24;7;0.7
C01000;0;5;1221.72;916.6899999999999;0.8999852666732148;0.3644586310278478;2;3.2222222222222223;26;3;0.3333333333333333
C01001;1;2;1917.82;1593.295;0.3333368095024559;0.9241615265998459;0;8.0;22;3;0.75
C01002;1;4;2578.37;833.9000000000001;0.5555447821685794;1.6145185630467316;3;7.3;20;6;0.6
C01003;1;2;1241.48;1950.415;0.7916921738570093;0.2656475678359057;0;1.4736842105263157;9;8;0.42105263157894735
C01004;0;3;4593.69;840.4366666666666;0.9000019592092632;1.6420638353392836;1;2.5555555555555554;20;3;0.3333333333333333
C01005;0;1;1611.34;475.8;0.9166780443605943;0.49194311638670596;1;1.4545454545454546;13;3;0.2727272727272727
C01006;0;1;2242.09;540.19;0.4166648082815587;1.0662199691845313;2;3.2;15;2;0.4
C01008;1;3;1531.34;1292.77;0.8999764911776615;0.6056533552707037;1;0.6666666666666666;4;2;0.2222222222222222
C01009;1;1;1997.39;754.45;0.5833362538112236;1.7004852715818153;0;2.4285714285714284;9;2;0.2857142857142857
C01010;1;0;5312.01;0.0;0.16666760792995494;3.099659224853245;1;13.5;20;2;1.0
C01011;1;1;4049.1;267.4;0.9;1.0722826158918475;3;6.0;23;5;0.5555555555555556
C01012;0;2;1424.49;1237.79;0.1666561365822154;0.5133519287320533;2;0.0;0;0;0.0
C01013;1;2;4401.99;535.02;0.6666621232669769;1.448218345237351;1;1.5;4;3;0.75
C01014;0;5;1893.75;984.896;0.7777900990099009;0.6560463658062572;1;1.7857142857142858;21;4;0.2857142857142857
C01015;0;3;1692.99;1474.8966666666668;0.541657068263841;0.5364251630197144;0;0.15384615384615385;1;2;0.15384615384615385
C01016;0;5;2658.88;686.5440000000001;0.6666566373811529;0.8217477840550865;1;3.625;26;4;0.5
C01017;1;1;2168.43;428.65;0.1999972330211259;1.677637228733898;0;10.5;21;1;0.5
C01018;0;3;1124.6;445.91333333333336;0.9;0.6786595779348135;0;3.2222222222222223;16;3;0.3333333333333333
C01019;0;1;3939.55;631.82;0.2222182736606973;0.5374783926741786;0;0.5;1;2;0.5
C01021;1;3;1292.38;1395.7;0.9000139277921354;0.6470149440536684;0;0.7777777777777778;7;1;0.1111111111111111
C01022;0;3;2737.51;1129.42;0.833348553977885;0.8675745398306375;0;8.5;26;7;0.7
C01023;0;1;1409.25;853.15;0.9166861805925137;0.23857893801264632;1;0.0;0;0;0.0
C01024;1;2;1752.94;1764.3400000000001;0.5000057047018153;0.5898024279292617;1;9.916666666666666;25;9;0.75
C01025;1;2;1352.41;803.18;0.41666358574692586;0.7234382856714917;0;1.3;11;2;0.2
C01026;0;3;2956.4;1430.7533333333333;0.916679069138141;1.4053535012620801;0;3.5454545454545454;21;5;0.45454545454545453
C01027;0;4;2984.92;636.78;0.8999939696876298;1.2731530255789054;2;6.777777777777778;19;7;0.7777777777777778
C01028;1;6;1910.0;555.0033333333333;0.7;0.6139801019014096;1;5.714285714285714;25;5;0.7142857142857143
C01029;0;3;1779.99;344.40333333333336;0.944460362136866;0.8150137362637363;2;4.117647058823529;23;10;0.5882352941176471
C01030;1;2;2559.51;970.8249999999999;0.9166559224226511;1.0227076573912768;2;7.0;26;5;0.45454545454545453
C01031;1;2;2037.23;546.27;0.2222233130279841;1.0553681974771416;1;9.5;12;4;1.0
C01032;1;2;3458.91;452.89000000000004;0.8999973980242331;0.794707783927599;2;3.0;17;3;0.3333333333333333
C01033;0;3;1049.49;484.55999999999995;0.3333428617709554;0.17451332848892798;0;0.5;2;1;0.25
C01034;0;1;3105.81;1071.37;0.8333413827632726;0.871043465091625;2;1.6;6;2;0.4
C01035;1;2;1808.16;778.36;0.9000199097425006;2.0090666666666666;6;6.888888888888889;24;6;0.6666666666666666
C01036;1;3;2750.97;613.7633333333333;0.9166766631406378;1.739171940294733;1;5.545454545454546;25;6;0.5454545454545454
C01037;1;2;1407.49;599.3050000000001;0.4999964475768922;0.6633284005542307;2;4.0;13;3;0.5
C01038;1;4;3163.71;788.0325;0.8333254312184112;1.4964595365469484;1;4.2;14;4;0.8
C01039;0;0;5918.24;0.0;0.7999945929871044;0.9195268000584197;0;0.25;2;1;0.125
C01040;0;0;2103.46;0.0;0.5833388797505062;0.9718892944601025;0;4.857142857142857;18;4;0.5714285714285714
C01041;0;3;3954.0;884.9466666666667;0.19999999999999998;0.7520055382906614;1;0.0;0;0;0.0
C01042;0;2;2133.48;539.82;0.9166666666666666;0.954291107363788;0;2.4545454545454546;13;5;0.45454545454545453
C01043;0;7;587.84;800.11;0.833390038105607;0.27686641327436545;1;1.3;11;3;0.3
C01044;1;2;3606.43;1946.38;0.19999833630487768;1.706378045895434;0;9.5;12;2;1.0
C01045;1;1;1730.28;917.7;0.5417042328409275;0.6121071474055101;0;2.4615384615384617;26;5;0.38461538461538464
C01046;0;4;1330.65;1062.6125;0.1666779393529478;0.44823102601501685;0;0.6666666666666666;2;1;0.3333333333333333
C01047;0;4;1197.6;681.1750000000001;0.8333333333333334;0.2848844262704546;1;0.0;0;0;0.0
C01048;1;3;2707.03;240.62333333333333;0.9166835978914161;1.127675439692736;1;2.4545454545454546;25;2;0.18181818181818182
C01049;1;0;1719.49;0.0;0.9166613356285874;0.7942694018578483;0;9.181818181818182;22;8;0.7272727272727273
C01050;0;0;1020.82;0.0;0.38887365059462004;0.5827695855954603;0;11.428571428571429;26;7;1.0
C01051;0;4;962.67;657.4875;0.8333073638941694;0.19033863419321545;1;0.0;0;0;0.0
C01052;0;1;1638.76;269.56;0.8333435036246919;0.44197399010739463;1;4.2;15;3;0.6
C01054;1;3;3182.93;763.9166666666666;0.49999528736101645;0.9655570959238216;0;1.2;4;2;0.4
C01055;0;0;1430.61;0.0;0.6666526866161987;0.4289376476655353;0;1.25;5;1;0.25
C01057;1;1;6273.19;303.74;0.5555546699526078;2.224677461681951;1;6.5;26;5;0.5
C01058;1;1;1656.26;531.44;0.400009660319032;1.0071939821093023;1;3.0;10;2;0.5
C01059;0;0;1252.34;0.0;0.8333200249133622;0.4073153755586056;2;4.6;22;2;0.4
C01060;0;2;3489.32;359.73;0.6666628454827874;1.284751192032254;0;3.1666666666666665;21;3;0.25
C01061;0;1;2360.84;1097.36;0.9166821978617781;0.4030835161645567;0;1.5454545454545454;13;4;0.36363636363636365
C01062;0;7;2236.73;1876.4257142857143;0.6666517639589936;0.760870156818723;1;3.625;23;5;0.625
C01063;1;1;741.7;816.72;0.888984764729675;0.20476336400504663;1;3.375;21;7;0.4375
C01064;1;8;3000.8;714.8612499999999;0.6666622234070914;1.098276896950532;1;6.416666666666667;22;8;0.6666666666666666
C01065;0;5;813.81;1660.868;0.9167004583379413;0.4290956832597795;2;0.5454545454545454;2;3;0.2727272727272727
C01066;0;3;500.16;667.91;0.6111844209852847;0.17667567424362848;1;0.45454545454545453;2;3;0.2727272727272727
C01067;1;0;2144.17;0.0;0.9000125922851266;1.629147576607174;1;5.555555555555555;17;7;0.7777777777777778
C01068;0;2;1675.49;546.505;0.8333383070027276;0.6811710275966371;0;0.0;0;0;0.0
C01069;0;4;2746.2;941.0699999999999;0.7777947709562305;0.9840647586421898;0;0.21428571428571427;2;2;0.14285714285714285
C01070;0;1;1284.02;1791.86;0.7499883179389729;0.4283193397847095;1;2.111111111111111;17;5;0.2777777777777778
C01071;1;2;1102.78;394.865;0.16666968933060086;0.24521807193016004;0;3.0;6;1;0.5
C01072;1;3;3438.91;797.3266666666667;0.8999973828916721;2.8213919449982363;1;4.222222222222222;18;4;0.4444444444444444
C01073;1;2;399.4;359.73;0.4;0.10757206035239679;1;5.75;19;3;0.75
C01074;0;3;3633.01;1177.3933333333334;0.33333241582049045;0.8926884764137267;2;1.75;7;1;0.25
C01075;1;1;2004.86;403.23;0.5833624292968088;0.5047889054505902;1;2.4285714285714284;22;3;0.21428571428571427
C01076;0;6;2307.92;965.8183333333333;0.41665222364726673;1.6193657030592197;2;2.4;15;3;0.3
C01077;1;2;3926.36;750.145;0.20000203751056958;1.5612948890771072;0;8.0;16;1;0.5
C01078;0;2;3018.46;792.01;0.7500049694214931;1.077544230412246;0;2.7777777777777777;20;2;0.2222222222222222
C01079;0;1;2193.65;853.44;0.9444487498005607;0.7241346299854093;1;1.6470588235294117;14;9;0.5294117647058824
C01080;0;1;2496.65;481.71;0.9166483087337032;0.468104613642372;0;2.5454545454545454;14;5;0.45454545454545453
C01081;0;4;2008.53;514.6375;0.8333457802472455;0.759139012774964;1;3.0;13;3;0.6
C01082;0;0;2097.01;0.0;0.9166622953633983;0.3720820883340313;0;5.909090909090909;25;4;0.36363636363636365
C01083;1;0;1982.99;0.0;0.8333375357414813;1.0297823061423734;0;6.8;21;2;0.4
C01084;1;5;380.0;1268.108;0.24994736842105264;0.17018074987012521;1;9.0;18;5;0.8333333333333334
C01086;0;0;860.76;0.0;0.8333333333333334;0.5825392528424472;2;0.0;0;0;0.0
C01087;1;3;1000.38;1412.6499999999999;0.8333333333333333;0.3250942415182634;0;15.2;20;5;1.0
C01088;0;4;2583.85;578.5074999999999;0.8999825841283356;1.1940488183591043;0;1.7777777777777777;7;5;0.5555555555555556
C01089;0;3;1000.23;804.6700000000001;0.599982004139048;0.44635987968904794;0;0.0;0;0;0.0
C01090;1;2;1186.76;709.835;0.300010111564259;0.7894208191148983;2;7.0;10;3;1.0
C01091;0;2;1662.95;1354.925;0.8333383445082535;0.4852438255754237;1;0.4;2;1;0.2
C01092;1;4;1704.23;681.98;0.8333382231271601;0.8214146282684661;1;6.6;22;3;0.6
C01093;0;1;1018.13;1528.37;0.5999823205288126;0.6635405600922842;0;2.8333333333333335;13;4;0.6666666666666666
C01095;0;2;2055.79;435.71000000000004;0.49999756784496463;0.6268168416302561;1;7.777777777777778;26;3;0.3333333333333333
C01096;1;0;2853.46;0.0;0.416669587097769;2.1093616014666314;3;5.2;20;2;0.4
C01098;0;2;1218.5;1682.745;0.39999999999999997;0.3754533325527437;0;0.5;1;2;0.5
C01099;1;1;2170.35;1656.19;0.8332987766950031;1.0061471704935816;0;4.8;22;9;0.6
C01100;0;5;1204.82;880.908;0.29166182500290505;0.2527041283970711;1;0.7142857142857143;2;3;0.42857142857142855
C01101;1;2;2982.24;435.71000000000004;0.6666666666666667;0.8422455815319614;0;2.1666666666666665;12;5;0.4166666666666667
C01102;1;0;3992.74;0.0;0.833337507576251;1.953051321685026;1;14.8;23;4;0.8
C01104;0;1;2206.37;526.21;0.7778024538042123;1.3558721048135833;0;5.714285714285714;22;8;0.5714285714285714
C01105;0;3;1892.22;864.6233333333333;0.8333333333333333;0.41842168109891476;0;7.0;23;3;0.6
C01106;0;1;1274.52;1134.56;0.8333333333333333;0.30419590433910926;0;0.2;1;1;0.2
C01107;1;1;4110.58;1433.26;0.5833191423108175;1.7865096266678255;3;6.714285714285714;21;9;0.6428571428571429
C01108;0;4;1391.02;891.2675;0.916679846443617;0.28546743337478814;0;0.09090909090909091;1;1;0.09090909090909091
C01109;0;3;4574.15;679.6866666666666;0.8333351551654407;1.3495615691457972;1;3.8;25;2;0.2
C01110;0;5;3106.81;915.568;0.8999971031379453;1.6255297552399988;2;7.222222222222222;23;6;0.6666666666666666
C01111;0;6;1149.8;855.5583333333333;0.9;0.45066337429204145;2;0.1111111111111111;1;1;0.1111111111111111
C01112;1;1;4328.81;250.81;0.9166560786913724;0.8689248865871774;0;9.727272727272727;21;9;0.8181818181818182
C01113;0;1;941.75;1245.31;0.7500079638970003;0.32404301075268815;4;1.1666666666666667;20;2;0.1111111111111111
C01114;0;4;1231.2;682.04;0.5;0.3743455338194069;0;5.6;15;3;0.6
C01115;0;4;1984.77;776.36;0.8333459292512483;0.6128689605340761;1;4.2;17;4;0.8
C01116;1;6;3182.3;648.7800000000001;0.27777079470822985;0.8130827033090011;0;8.2;23;2;0.4
C01117;0;2;2369.09;1007.605;0.37499208556872043;1.2431599937031013;1;2.6666666666666665;19;3;0.3333333333333333
C01118;0;1;2891.9;664.81;0.24999827103288497;0.9365476726374186;0;0.0;0;0;0.0
C01119;0;1;1886.33;455.26;0.8333377510827903;0.7271083803275655;1;4.2;20;2;0.4
C01120;1;3;789.24;770.54;0.7778369063909584;0.3746831116301592;1;3.357142857142857;25;7;0.5
C01121;1;6;6891.63;908.8433333333332;0.9166626763189549;3.984683700196007;2;14.363636363636363;25;11;1.0
C01122;0;6;3154.16;905.0733333333333;0.8333280493063129;1.0253029593800385;0;1.1333333333333333;8;6;0.4
C01123;1;4;1741.15;838.515;0.5555523648163571;0.5649635936506289;2;3.6;9;6;0.6
C01124;0;4;2447.89;1684.0125;0.5000020425754426;1.2174680698683005;1;9.6;21;4;0.8
C01125;0;0;1725.61;0.0;0.12499927561847696;0.6600708416848998;0;0.3333333333333333;1;1;0.3333333333333333
C01126;0;1;1603.69;572.1;0.8333281369840804;0.3398548344370861;0;0.8;2;2;0.4
C01127;0;8;4837.92;881.66625;0.5416666666666666;1.930919976052684;4;7.076923076923077;21;9;0.6923076923076923
C01128;1;1;3064.0;647.4;0.3333289817232376;0.6790464096307575;0;0.0;0;0;0.0
C01129;0;1;905.22;1029.16;0.7999823247387375;0.4347546274506037;0;1.625;7;5;0.625
C01130;0;7;7244.8;800.11;0.20833563383392226;2.047247654572171;2;4.8;22;2;0.4
C01131;0;1;909.73;284.55;0.7499917557956756;0.2668377672836066;1;4.0;22;4;0.4444444444444444
C01132;0;1;1904.38;2761.44;0.8000084016845377;0.8338061962556262;1;4.75;15;6;0.75
C01133;0;4;1982.69;1408.04;0.9166435499245974;1.653867970170668;0;1.0;2;6;0.5454545454545454
C01135;1;1;2415.59;270.58;0.6250025873596098;1.5964931992121927;0;6.333333333333333;26;7;0.4666666666666667
C01136;0;1;2433.28;592.6;0.6666557075223566;0.9392981359026917;2;3.75;26;5;0.4166666666666667
C01138;0;4;1676.6;746.9675;0.916688536323512;1.0498697525298066;2;4.818181818181818;22;5;0.45454545454545453
C01139;0;4;2983.51;668.6274999999999;0.8333305402026472;0.9727589287460957;0;1.0;5;1;0.2
C01140;1;3;3069.88;828.91;0.4166612375728041;1.6002710662809185;1;4.0;13;5;1.0
C01141;0;8;752.18;924.67125;0.555585099311335;0.18182521399235646;0;1.9;13;4;0.4
C01142;0;5;4935.02;990.926;0.8999963525983683;0.7878585659914685;0;0.4444444444444444;2;2;0.2222222222222222
