id_cliente;data_compra;valor;categoria
CLI00370;25/02/2026;574,11;Informática
CLI00372;02/07/2024;884,04;Informática
CLI00373;08/12/2023;5991,92;Cama/Mesa/Banho
CLI00373;18/03/2024;910,45;Eletro
CLI00373;28/09/2024;236,92;Móveis
CLI00373;25/08/2025;187,32;Móveis
CLI00376;02/03/2024;1487,55;Móveis
CLI00376;19/07/2024;925,47;Eletro
CLI00377;25/05/2024;968,11;Informática
CLI00377;15/06/2024;2502,57;Móveis
CLI00377;16/02/2026;939,53;Informática
CLI00379;14/10/2023;456,75;Eletro
CLI00379;28/06/2024;778,55;Móveis
CLI00379;18/12/2025;1673,29;Eletro
CLI00380;22/01/2026;1800,74;Móveis
CLI00381;20/06/2023;97,79;Cama/Mesa/Banho
CLI00381;25/02/2025;1467,69;Eletro
CLI00381;07/11/2025;2388,44;Cama/Mesa/Banho
CLI00383;21/10/2023;638,43;Eletro
CLI00383;20/12/2024;874,38;Informática
CLI00383;03/01/2025;1232,39;Cama/Mesa/Banho
CLI00383;08/07/2025;1425,03;Cama/Mesa/Banho
CLI00383;07/11/2025;754,25;Cama/Mesa/Banho
CLI00384;07/01/2024;248,01;Eletro
CLI00384;20/11/2024;344,92;Móveis
CLI00384;23/01/2025;1102,11;Móveis
CLI00388;01/06/2024;629,59;Eletro
CLI00388;01/12/2025;1031,89;Móveis
CLI00388;05/03/2026;435,86;Eletro
CLI00392;06/02/2025;518,08;Informática
CLI00392;09/05/2025;316,59;Informática
CLI00392;08/06/2025;3590,02;Cama/Mesa/Banho
CLI00393;08/06/2023;536,16;Eletro
CLI00393;27/08/2024;1165,76;Móveis
CLI00393;22/03/2025;894,08;Móveis
CLI00393;22/11/2025;391,87;Cama/Mesa/Banho
CLI00395;17/12/2023;808,72;Cama/Mesa/Banho
CLI00395;17/06/2024;548,34;Eletro
CLI00395;12/12/2024;568,17;Cama/Mesa/Banho
CLI00395;04/11/2025;1180,21;Eletro
CLI00400;17/09/2023;1011,12;Móveis
CLI00400;07/10/2023;197,78;Móveis
CLI00402;25/10/2023;362,87;Informática
CLI00402;04/07/2024;629,25;Móveis
CLI00402;25/01/2025;3621,4;Informática
CLI00402;16/05/2025;850,43;Eletro
CLI00402;30/09/2025;812,89;Cama/Mesa/Banho
CLI00402;08/12/2025;1200,55;Informática
CLI00405;04/02/2025;1219,38;Móveis
CLI00405;27/01/2026;1210,09;Eletro
CLI00405;01/03/2026;530,1;Informática
CLI00408;11/11/2023;267,4;Cama/Mesa/Banho
CLI00412;28/05/2024;834,58;Móveis
CLI00412;09/12/2024;668,09;Móveis
CLI00413;16/11/2023;636,44;Eletro
CLI00413;19/05/2024;1026,65;Móveis
CLI00413;19/06/2024;502,3;Informática
CLI00413;04/02/2025;220,21;Eletro
CLI00413;29/09/2025;829,1;Móveis
CLI00413;23/10/2025;630,59;Móveis
CLI00414;11/10/2023;643,46;Cama/Mesa/Banho
CLI00415;12/11/2023;1912,06;Eletro
CLI00415;12/11/2023;1627,51;Informática
CLI00415;06/01/2024;938,97;Eletro
CLI00415;19/03/2024;512,91;Cama/Mesa/Banho
CLI00415;05/06/2025;1076,36;Informática
CLI00416;25/10/2025;737,14;Informática
CLI00419;08/05/2023;347,97;Móveis
CLI00419;05/12/2024;616,4;Eletro
CLI00420;12/11/2023;190,47;Eletro
CLI00420;19/10/2024;2796,27;Móveis
CLI00422;25/02/2024;307,83;Informática
CLI00422;03/11/2024;1408,1;Móveis
CLI00424;23/11/2022;270,26;Móveis
CLI00424;22/06/2023;442,18;Móveis
CLI00424;21/07/2024;179,31;Móveis
CLI00424;09/04/2025;2138,8;Móveis
CLI00424;20/07/2025;803,78;Cama/Mesa/Banho
CLI00424;06/03/2026;416,93;Cama/Mesa/Banho
CLI00425;09/07/2025;1029,59;Cama/Mesa/Banho
CLI00425;30/12/2025;2404,65;Cama/Mesa/Banho
CLI00426;18/01/2024;316,84;Cama/Mesa/Banho
CLI00427;11/08/2024;389,47;Eletro
CLI00429;24/06/2025;1656,19;Eletro
CLI00431;02/06/2024;161,28;Eletro
CLI00432;29/03/2024;594,07;Informática
CLI00432;01/01/2026;767,99;Informática
CLI00435;30/05/2024;1049,6;Cama/Mesa/Banho
CLI00436;04/08/2023;1282,66;Informática
CLI00436;25/12/2023;766,4;Móveis
CLI00437;02/01/2024;970,05;Cama/Mesa/Banho
CLI00437;15/01/2024;435,15;Eletro
CLI00437;16/04/2024;1002,96;Eletro
CLI00437;10/06/2024;1818,7;Cama/Mesa/Banho
CLI00437;12/12/2024;845,89;Eletro
CLI00437;10/02/2026;618,84;Eletro
CLI00440;08/01/2025;2583,23;Eletro
CLI00440;06/03/2025;505,02;Eletro
CLI00440;29/04/2025;566,19;Eletro
CLI00440;30/04/2025;866,61;Móveis
CLI00442;17/01/2024;602,25;Cama/Mesa/Banho
CLI00443;16/05/2023;1526,35;Móveis
CLI00443;09/06/2023;1481,85;Cama/Mesa/Banho
CLI00444;26/02/2024;674,73;Eletro
CLI00444;06/11/2024;2763,7;Cama/Mesa/Banho
CLI00448;20/08/2024;208,86;Informática
CLI00448;19/03/2025;542,51;Cama/Mesa/Banho
CLI00448;29/04/2025;776,44;Informática
CLI00448;06/11/2025;1556,23;Cama/Mesa/Banho
CLI00448;13/11/2025;1951,12;Eletro
CLI00452;21/10/2023;1392,43;Cama/Mesa/Banho
CLI00452;04/03/2025;538,94;Eletro
CLI00452;11/06/2025;716,23;Informática
CLI00454;25/10/2024;566,14;Informática
CLI00455;31/10/2024;358,27;Móveis
CLI00456;28/05/2023;770,24;Cama/Mesa/Banho
CLI00456;27/08/2023;454,34;Informática
CLI00456;24/09/2023;4556,0;Eletro
CLI00456;24/09/2024;673,35;Informática
CLI00456;08/11/2024;794,94;Móveis
CLI00456;01/12/2025;1373,08;Informática
CLI00459;09/01/2024;2411,26;Eletro
CLI00459;10/01/2024;1505,91;Móveis
CLI00459;15/02/2024;942,47;Informática
CLI00463;28/12/2023;302,37;Móveis
CLI00463;20/08/2024;2289,29;Móveis
CLI00463;26/02/2025;1806,39;Móveis
CLI00463;26/10/2025;828,61;Cama/Mesa/Banho
CLI00463;10/02/2026;715,19;Cama/Mesa/Banho
CLI00464;30/01/2024;1004,91;Móveis
CLI00464;10/04/2024;1789,23;Cama/Mesa/Banho
CLI00464;11/06/2025;814,06;Eletro
CLI00466;03/06/2025;1454,31;Informática
CLI00469;06/11/2023;749,61;Eletro
CLI00469;21/01/2024;750,68;Informática
CLI00470;28/11/2024;718,1;Cama/Mesa/Banho
CLI00470;06/12/2025;397,01;Eletro
CLI00473;25/07/2023;1669,65;Móveis
CLI00473;07/08/2023;877,42;Cama/Mesa/Banho
CLI00473;30/11/2023;1211,34;Cama/Mesa/Banho
CLI00473;04/04/2024;3095,05;Informática
CLI00473;04/07/2024;1036,11;Eletro
CLI00473;06/02/2025;530,16;Cama/Mesa/Banho
CLI00475;16/01/2024;231,59;Eletro
CLI00475;19/01/2024;652,62;Eletro
CLI00475;01/04/2025;751,25;Eletro
CLI00476;25/09/2025;402,43;Móveis
CLI00477;08/07/2023;1472,69;Informática
CLI00477;24/03/2024;628,11;Cama/Mesa/Banho
CLI00477;04/05/2024;401,61;Eletro
CLI00477;30/07/2025;3020,14;Móveis
CLI00478;26/02/2023;413,89;Móveis
CLI00478;03/09/2024;1428,72;Informática
CLI00479;08/10/2024;229,23;Eletro
CLI00479;22/01/2025;1113,85;Informática
CLI00479;30/06/2025;670,06;Eletro
CLI00480;21/09/2023;737,73;Informática
CLI00480;18/11/2023;2600,32;Informática
CLI00480;07/03/2024;303,36;Eletro
CLI00480;17/03/2024;1631,55;Cama/Mesa/Banho
CLI00480;27/08/2024;344,98;Eletro
CLI00480;12/09/2024;1118,59;Cama/Mesa/Banho
CLI00480;25/11/2024;718,14;Cama/Mesa/Banho
CLI00481;15/03/2025;507,83;Móveis
CLI00482;10/08/2024;1340,17;Móveis
CLI00482;08/10/2025;1813,77;Móveis
CLI00483;25/11/2024;931,77;Móveis
CLI00483;19/01/2025;274,23;Cama/Mesa/Banho
CLI00483;24/10/2025;1605,51;Cama/Mesa/Banho
CLI00484;11/09/2023;327,22;Informática
CLI00484;30/07/2024;693,17;Cama/Mesa/Banho
CLI00485;07/11/2025;1367,62;Cama/Mesa/Banho
CLI00486;21/06/2025;1135,05;Eletro
CLI00492;31/03/2024;1337,33;Eletro
CLI00492;26/05/2024;1638,75;Informática
CLI00493;12/11/2023;143,33;Móveis
CLI00493;12/11/2023;615,15;Cama/Mesa/Banho
CLI00493;20/12/2023;1484,77;Eletro
CLI00493;14/08/2024;932,01;Eletro
CLI00493;28/01/2025;432,87;Móveis
CLI00495;11/07/2023;552,63;Informática
CLI00495;04/02/2026;297,06;Cama/Mesa/Banho
CLI00496;26/02/2024;233,87;Informática
CLI00502;26/05/2025;490,93;Móveis
CLI00503;22/05/2024;836,35;Móveis
CLI00503;22/06/2024;3193,82;Móveis
CLI00503;01/07/2024;591,22;Cama/Mesa/Banho
CLI00503;03/07/2024;908,3;Eletro
CLI00503;19/01/2025;1851,05;Eletro
CLI00503;17/06/2025;544,12;Móveis
CLI00503;26/01/2026;285,54;Móveis
CLI00503;09/02/2026;887,6;Móveis
CLI00504;04/05/2024;831,96;Móveis
CLI00504;09/02/2026;835,57;Cama/Mesa/Banho
CLI00506;09/04/2023;560,76;Informática
CLI00506;16/01/2024;529,17;Cama/Mesa/Banho
CLI00506;19/06/2025;250,93;Eletro
CLI00506;22/11/2025;791,13;Móveis
CLI00507;18/08/2025;1061,38;Móveis
CLI00509;12/12/2023;1040,26;Cama/Mesa/Banho
CLI00509;17/03/2025;241,23;Móveis
CLI00512;02/02/2024;178,5;Eletro
CLI00513;07/02/2026;2441,91;Cama/Mesa/Banho
CLI00514;26/11/2023;769,31;Informática
CLI00514;07/02/2024;322,17;Cama/Mesa/Banho
CLI00515;30/09/2023;1530,11;Móveis
CLI00515;10/10/2023;585,54;Móveis
CLI00515;18/05/2024;3080,71;Cama/Mesa/Banho
CLI00515;04/04/2025;3348,3;Informática
CLI00515;13/08/2025;598,22;Cama/Mesa/Banho
CLI00515;07/10/2025;432,3;Cama/Mesa/Banho
CLI00516;02/03/2024;1080,38;Eletro
CLI00517;20/12/2024;1009,07;Eletro
CLI00517;19/03/2025;659,88;Cama/Mesa/Banho
CLI00517;13/02/2026;540,44;Móveis
CLI00517;06/03/2026;823,4;Informática
CLI00523;02/01/2026;729,75;Móveis
CLI00524;24/05/2025;673,58;Cama/Mesa/Banho
CLI00526;11/02/2026;429,44;Informática
CLI00527;11/03/2025;787,15;Cama/Mesa/Banho
CLI00527;30/08/2025;1871,1;Móveis
CLI00529;29/04/2024;386,67;Informática
CLI00529;29/09/2024;372,85;Cama/Mesa/Banho
CLI00529;31/01/2025;521,99;Móveis
CLI00530;03/12/2022;1341,97;Eletro
CLI00530;30/03/2023;734,33;Eletro
CLI00530;14/09/2023;1397,67;Informática
CLI00533;26/09/2023;475,68;Móveis
CLI00533;02/12/2024;1466,19;Cama/Mesa/Banho
CLI00533;13/02/2025;491,99;Móveis
CLI00533;11/03/2025;1072,42;Eletro
CLI00533;28/11/2025;965,02;Móveis
CLI00533;02/12/2025;327,42;Eletro
CLI00534;31/12/2024;467,06;Móveis
CLI00534;11/07/2025;886,97;Eletro
CLI00536;14/07/2025;341,45;Cama/Mesa/Banho
CLI00537;07/10/2023;456,19;Informática
CLI00537;19/12/2023;1276,24;Móveis
CLI00537;29/01/2024;848,13;Informática
CLI00537;07/07/2024;1394,5;Móveis
CLI00537;12/03/2025;1193,25;Móveis
CLI00537;09/04/2025;284,75;Cama/Mesa/Banho
CLI00538;08/04/2024;1028,15;Informática
CLI00538;13/08/2024;1770,02;Móveis
CLI00538;25/10/2025;2677,88;Informática
CLI00539;20/02/2026;275,0;Móveis
CLI00540;20/08/2024;1526,14;Móveis
CLI00540;19/12/2024;3060,24;Móveis
CLI00540;27/03/2025;721,45;Eletro
CLI00543;23/08/2023;1033,13;Informática
CLI00547;28/09/2023;1091,64;Informática
CLI00548;25/07/2024;307,68;Cama/Mesa/Banho
CLI00548;14/02/2025;320,86;Móveis
CLI00548;15/04/2025;1386,13;Cama/Mesa/Banho
CLI00548;18/04/2025;443,53;Móveis
CLI00548;05/08/2025;838,9;Cama/Mesa/Banho
CLI00549;30/08/2023;2195,41;Informática
CLI00549;16/04/2024;1252,3;Eletro
CLI00549;27/08/2024;469,18;Informática
CLI00549;02/02/2025;946,99;Informática
CLI00549;23/04/2025;685,4;Móveis
CLI00549;11/08/2025;687,69;Cama/Mesa/Banho
CLI00550;30/03/2023;1028,29;Eletro
CLI00550;11/04/2024;1463,31;Eletro
CLI00551;22/10/2023;281,45;Cama/Mesa/Banho
CLI00552;16/11/2023;922,97;Eletro
CLI00552;15/12/2023;755,9;Cama/Mesa/Banho
CLI00552;11/01/2024;787,92;Móveis
CLI00552;10/10/2025;3201,62;Eletro
CLI00553;03/07/2024;678,16;Eletro
CLI00553;17/06/2025;619,4;Móveis
CLI00556;01/12/2023;669,24;Informática
CLI00556;17/11/2024;418,79;Informática
CLI00556;23/04/2025;578,59;Informática
CLI00556;16/05/2025;1353,22;Cama/Mesa/Banho
CLI00558;04/09/2024;1975,16;Móveis
CLI00558;04/11/2025;530,03;Informática
CLI00560;08/11/2023;189,12;Móveis
CLI00560;14/04/2025;269,14;Informática
CLI00560;13/06/2025;362,93;Informática
CLI00560;02/12/2025;1169,84;Móveis
CLI00562;20/08/2023;321,4;Informática
CLI00562;24/06/2024;579,24;Informática
CLI00562;08/12/2024;1567,7;Informática
CLI00563;18/10/2023;328,61;Informática
CLI00563;02/08/2024;953,64;Eletro
CLI00564;19/10/2025;853,44;Eletro
CLI00564;27/01/2026;513,03;Informática
CLI00566;23/08/2023;1556,59;Informática
CLI00573;19/07/2025;1012,39;Eletro
CLI00575;08/08/2024;475,8;Cama/Mesa/Banho
CLI00577;29/08/2023;1229,22;Móveis
CLI00577;17/01/2025;1769,01;Informática
CLI00577;28/10/2025;540,31;Móveis
CLI00577;30/11/2025;553,77;Eletro
CLI00579;26/04/2025;251,13;Móveis
CLI00579;21/06/2025;1356,24;Eletro
CLI00580;30/11/2023;1017,99;Cama/Mesa/Banho
CLI00580;16/01/2024;2541,08;Móveis
CLI00580;17/06/2024;1117,37;Eletro
CLI00580;28/01/2025;955,72;Informática
CLI00581;27/05/2024;1677,08;Eletro
CLI00581;17/04/2025;264,57;Cama/Mesa/Banho
CLI00581;28/02/2026;325,67;Informática
CLI00583;30/07/2023;494,67;Cama/Mesa/Banho
CLI00583;14/10/2024;216,16;Móveis
CLI00588;22/04/2024;1042,14;Informática
CLI00588;04/05/2024;588,73;Informática
CLI00588;02/07/2024;572,92;Informática
CLI00588;27/09/2024;1149,1;Móveis
CLI00590;22/10/2025;1245,31;Móveis
CLI00591;29/12/2024;491,36;Informática
CLI00591;01/03/2025;1256,99;Móveis
CLI00594;31/10/2024;449,59;Eletro
CLI00595;24/03/2025;740,79;Informática
CLI00595;15/07/2025;905,26;Eletro
CLI00595;06/10/2025;556,45;Móveis
CLI00595;06/03/2026;474,16;Informática
CLI00598;13/01/2025;540,19;Cama/Mesa/Banho
CLI00599;21/10/2024;271,87;Móveis
CLI00600;17/11/2023;1137,31;Informática
CLI00600;21/06/2024;1160,08;Eletro
CLI00600;07/11/2024;493,22;Eletro
CLI00601;23/03/2024;500,65;Cama/Mesa/Banho
CLI00601;30/05/2025;242,32;Informática
CLI00601;17/06/2025;414,77;Cama/Mesa/Banho
CLI00602;07/09/2023;382,4;Cama/Mesa/Banho
CLI00602;04/01/2026;338,8;Cama/Mesa/Banho
CLI00606;12/02/2026;654,79;Cama/Mesa/Banho
CLI00608;25/09/2023;159,94;Cama/Mesa/Banho
CLI00608;13/06/2024;281,0;Cama/Mesa/Banho
CLI00608;04/10/2024;82,21;Eletro
CLI00608;12/12/2024;701,72;Cama/Mesa/Banho
CLI00608;17/05/2025;243,11;Móveis
CLI00611;27/04/2024;2098,19;Cama/Mesa/Banho
CLI00611;07/10/2025;449,4;Eletro
CLI00612;11/12/2023;632,71;Móveis
CLI00612;23/06/2024;158,08;Informática
CLI00612;13/03/2026;820,92;Eletro
CLI00614;09/09/2023;1180,32;Móveis
CLI00614;11/10/2024;635,59;Informática
CLI00614;18/02/2025;176,43;Informática
CLI00618;27/06/2024;415,68;Móveis
CLI00618;15/11/2025;1639,04;Móveis
CLI00619;04/12/2024;1971,71;Cama/Mesa/Banho
CLI00620;24/03/2023;939,24;Móveis
CLI00620;08/10/2023;397,92;Informática
CLI00620;03/08/2024;544,48;Cama/Mesa/Banho
CLI00620;17/10/2024;451,78;Eletro
CLI00620;13/03/2025;693,99;Móveis
CLI00620;21/07/2025;1155,99;Eletro
CLI00620;17/12/2025;690,22;Móveis
CLI00621;27/04/2023;2497,8;Informática
CLI00621;27/10/2023;387,75;Eletro
CLI00621;12/04/2025;410,52;Informática
CLI00621;02/05/2025;415,39;Informática
CLI00622;13/09/2023;735,1;Eletro
CLI00622;27/11/2023;1242,44;Cama/Mesa/Banho
CLI00622;24/11/2024;9516,53;Móveis
CLI00622;27/12/2024;323,47;Cama/Mesa/Banho
CLI00622;12/09/2025;560,17;Móveis
CLI00624;23/09/2023;615,47;Cama/Mesa/Banho
CLI00624;06/05/2024;641,73;Cama/Mesa/Banho
CLI00624;06/10/2024;292,78;Cama/Mesa/Banho
CLI00627;28/11/2023;323,91;Móveis
CLI00627;03/03/2025;522,74;Cama/Mesa/Banho
CLI00627;17/12/2025;378,45;Cama/Mesa/Banho
CLI00628;04/10/2023;385,53;Eletro
CLI00628;04/01/2026;620,59;Cama/Mesa/Banho
CLI00628;11/03/2026;632,52;Eletro
CLI00629;03/08/2025;5213,43;Cama/Mesa/Banho
CLI00634;08/05/2024;883,53;Informática
CLI00634;26/11/2024;221,02;Cama/Mesa/Banho
CLI00636;14/01/2024;607,0;Informática
CLI00636;17/08/2024;1099,76;Cama/Mesa/Banho
CLI00636;26/04/2025;231,7;Eletro
CLI00636;22/10/2025;713,95;Eletro
CLI00638;07/03/2024;450,66;Eletro
CLI00638;07/04/2025;242,58;Eletro
CLI00640;29/02/2024;747,96;Eletro
CLI00640;14/05/2025;1289,79;Cama/Mesa/Banho
CLI00640;23/05/2025;1357,31;Cama/Mesa/Banho
CLI00642;01/09/2023;2952,48;Eletro
CLI00644;22/05/2024;962,08;Eletro
CLI00644;08/12/2024;2526,69;Móveis
CLI00645;20/07/2023;638,3;Eletro
CLI00645;17/05/2024;761,72;Eletro
CLI00645;17/11/2024;1914,69;Informática
CLI00646;17/02/2023;354,93;Eletro
CLI00646;30/11/2024;485,22;Móveis
CLI00646;24/06/2025;623,57;Cama/Mesa/Banho
CLI00646;09/07/2025;996,17;Móveis
CLI00646;15/03/2026;769,89;Informática
CLI00650;28/06/2025;1135,69;Cama/Mesa/Banho
CLI00651;05/10/2023;595,75;Informática
CLI00651;24/10/2023;739,59;Informática
CLI00651;10/07/2024;2152,87;Informática
CLI00651;12/10/2024;701,9;Móveis
CLI00651;27/10/2024;411,88;Eletro
CLI00654;11/03/2023;1067,95;Móveis
CLI00654;11/11/2023;2460,29;Cama/Mesa/Banho
CLI00656;03/06/2024;1115,31;Cama/Mesa/Banho
CLI00656;25/04/2025;273,97;Móveis
CLI00656;07/03/2026;9724,37;Cama/Mesa/Banho
CLI00659;28/03/2024;207,5;Cama/Mesa/Banho
CLI00660;08/04/2025;327,69;Eletro
CLI00660;02/06/2025;618,68;Eletro
CLI00660;07/11/2025;2859,31;Cama/Mesa/Banho
CLI00664;24/09/2023;1475,78;Informática
CLI00664;05/08/2024;169,91;Informática
CLI00664;28/08/2025;924,61;Cama/Mesa/Banho
CLI00664;27/09/2025;1193,98;Cama/Mesa/Banho
CLI00665;17/02/2023;522,44;Móveis
CLI00665;26/03/2024;638,31;Móveis
CLI00665;19/05/2025;1063,41;Cama/Mesa/Banho
CLI00665;12/06/2025;193,74;Eletro
CLI00665;28/01/2026;1680,03;Informática
CLI00666;13/12/2023;1008,31;Eletro
CLI00666;14/09/2024;931,8;Cama/Mesa/Banho
CLI00669;16/09/2023;499,33;Eletro
CLI00669;24/09/2024;1743,45;Cama/Mesa/Banho
CLI00669;25/08/2025;318,89;Móveis
CLI00670;23/09/2023;801,79;Eletro
CLI00670;01/10/2023;1810,32;Móveis
CLI00670;16/07/2024;1077,18;Informática
CLI00670;20/12/2024;758,79;Informática
CLI00670;29/12/2024;1250,58;Informática
CLI00670;12/03/2025;862,36;Móveis
CLI00670;26/04/2025;547,1;Cama/Mesa/Banho
CLI00670;14/03/2026;321,79;Cama/Mesa/Banho
CLI00675;24/02/2024;388,11;Eletro
CLI00675;04/01/2025;639,11;Cama/Mesa/Banho
CLI00675;14/08/2025;2339,77;Eletro
CLI00675;20/10/2025;740,77;Eletro
CLI00675;09/12/2025;1490,56;Informática
CLI00677;19/06/2025;2736,75;Informática
CLI00678;02/08/2025;314,2;Eletro
CLI00679;14/03/2024;1137,45;Cama/Mesa/Banho
CLI00679;23/11/2025;908,67;Eletro
CLI00680;25/10/2023;414,22;Móveis
CLI00682;04/03/2024;125,74;Móveis
CLI00682;26/04/2024;590,74;Cama/Mesa/Banho
CLI00682;30/09/2025;428,02;Eletro
CLI00683;04/01/2023;279,02;Informática
CLI00684;06/02/2023;480,6;Eletro
CLI00684;12/11/2024;469,08;Móveis
CLI00685;20/03/2025;533,92;Informática
CLI00685;01/09/2025;756,63;Móveis
CLI00687;29/12/2022;1202,62;Eletro
CLI00687;13/04/2025;1394,5;Cama/Mesa/Banho
CLI00688;30/08/2024;1939,79;Cama/Mesa/Banho
CLI00688;18/06/2025;770,06;Eletro
CLI00692;07/04/2024;744,14;Cama/Mesa/Banho
CLI00692;09/06/2024;532,24;Eletro
CLI00695;21/10/2023;908,13;Móveis
CLI00695;24/03/2024;2388,52;Eletro
CLI00695;18/05/2024;911,42;Informática
CLI00695;10/01/2025;654,69;Informática
CLI00695;05/04/2025;654,13;Cama/Mesa/Banho
CLI00695;14/07/2025;2642,02;Móveis
CLI00695;12/11/2025;295,73;Informática
CLI00695;31/12/2025;3200,79;Cama/Mesa/Banho
CLI00697;31/08/2024;347,67;Eletro
CLI00698;24/08/2023;582,48;Móveis
CLI00698;27/09/2023;1744,3;Cama/Mesa/Banho
CLI00698;06/02/2024;4285,19;Cama/Mesa/Banho
CLI00698;25/04/2024;776,51;Móveis
CLI00699;03/12/2024;645,25;Cama/Mesa/Banho
CLI00703;25/10/2024;226,0;Cama/Mesa/Banho
CLI00705;25/10/2023;260,98;Móveis
CLI00705;10/02/2025;600,02;Móveis
CLI00708;02/02/2024;928,23;Móveis
CLI00708;22/06/2024;270,27;Informática
CLI00708;06/08/2024;2401,98;Eletro
CLI00708;11/09/2024;390,07;Eletro
CLI00711;04/05/2024;1143,65;Cama/Mesa/Banho
CLI00711;22/07/2025;447,86;Cama/Mesa/Banho
CLI00714;12/01/2024;682,45;Informática
CLI00714;15/03/2024;294,97;Eletro
CLI00714;18/05/2024;421,73;Informática
CLI00714;13/01/2025;221,1;Cama/Mesa/Banho
CLI00714;11/06/2025;451,19;Cama/Mesa/Banho
CLI00714;08/10/2025;1258,58;Informática
CLI00715;16/02/2024;143,35;Móveis
CLI00715;03/02/2025;437,54;Eletro
CLI00715;24/04/2025;393,25;Cama/Mesa/Banho
CLI00715;13/05/2025;348,0;Eletro
CLI00715;28/06/2025;187,43;Móveis
CLI00716;27/09/2024;373,34;Cama/Mesa/Banho
CLI00716;11/01/2025;533,2;Eletro
CLI00716;25/04/2025;2163,18;Móveis
CLI00716;22/09/2025;1344,03;Móveis
CLI00716;21/01/2026;335,57;Eletro
CLI00716;11/03/2026;1244,3;Informática
CLI00717;21/06/2024;844,71;Informática
CLI00718;15/09/2024;783,17;Eletro
CLI00719;31/08/2025;654,44;Móveis
CLI00724;17/09/2024;1563,83;Cama/Mesa/Banho
CLI00726;05/10/2023;799,69;Cama/Mesa/Banho
CLI00726;18/05/2024;1023,81;Eletro
CLI00726;06/06/2024;1253,62;Informática
CLI00726;05/10/2024;250,73;Cama/Mesa/Banho
CLI00728;03/08/2024;557,48;Móveis
CLI00728;30/10/2024;508,85;Móveis
CLI00729;18/08/2022;488,28;Eletro
CLI00729;15/12/2023;1068,25;Móveis
CLI00729;10/03/2024;2457,57;Cama/Mesa/Banho
CLI00730;04/09/2023;132,15;Móveis
CLI00730;30/12/2024;1424,57;Informática
CLI00731;17/07/2023;2555,28;Cama/Mesa/Banho
CLI00731;23/09/2023;649,91;Eletro
CLI00731;04/09/2024;433,34;Informática
CLI00731;23/07/2025;856,72;Cama/Mesa/Banho
CLI00731;31/08/2025;845,62;Móveis
CLI00731;08/11/2025;699,53;Eletro
CLI00732;22/06/2025;905,95;Informática
CLI00733;22/08/2023;1610,17;Informática
CLI00733;12/09/2025;2531,01;Informática
CLI00733;16/02/2026;367,46;Móveis
CLI00734;03/10/2023;1305,51;Informática
CLI00735;30/07/2025;373,96;Móveis
CLI00735;02/08/2025;1601,77;Móveis
CLI00737;21/01/2023;666,62;Móveis
CLI00737;04/11/2024;1550,19;Eletro
CLI00737;25/02/2025;165,57;Informática
CLI00737;31/12/2025;841,81;Cama/Mesa/Banho
CLI00738;09/01/2023;956,22;Cama/Mesa/Banho
CLI00738;11/12/2023;589,93;Móveis
CLI00742;18/10/2024;618,31;Móveis
CLI00742;07/03/2025;502,86;Cama/Mesa/Banho
CLI00742;20/02/2026;813,34;Cama/Mesa/Banho
CLI00743;06/11/2022;230,91;Cama/Mesa/Banho
CLI00744;01/03/2024;2622,73;Eletro
CLI00744;27/02/2025;589,03;Móveis
CLI00744;29/07/2025;858,03;Informática
CLI00748;30/12/2024;2199,72;Cama/Mesa/Banho
CLI00749;20/12/2023;918,96;Eletro
CLI00749;25/02/2024;1037,72;Informática
CLI00753;19/07/2024;752,98;Cama/Mesa/Banho
CLI00758;18/02/2025;961,13;Cama/Mesa/Banho
CLI00758;25/07/2025;4315,66;Móveis
CLI00760;07/06/2023;349,12;Móveis
CLI00760;30/07/2024;200,47;Móveis
CLI00762;22/08/2023;486,46;Eletro
CLI00762;09/10/2023;1103,81;Móveis
CLI00764;18/06/2024;429,81;Informática
CLI00764;26/10/2024;131,87;Informática
CLI00764;16/04/2025;3831,1;Móveis
CLI00766;19/01/2025;2498,2;Cama/Mesa/Banho
CLI00768;23/08/2024;262,67;Informática
CLI00768;08/07/2025;1077,91;Móveis
CLI00770;02/04/2025;472,73;Cama/Mesa/Banho
CLI00773;03/09/2023;402,33;Eletro
CLI00773;14/10/2023;926,83;Informática
CLI00773;23/04/2024;634,48;Informática
CLI00773;09/05/2025;1201,39;Informática
CLI00773;23/08/2025;423,42;Móveis
CLI00773;08/11/2025;304,23;Cama/Mesa/Banho
CLI00775;05/11/2024;648,65;Móveis
CLI00778;07/05/2023;1368,87;Informática
CLI00778;19/07/2024;525,29;Móveis
CLI00779;03/11/2024;309,2;Informática
CLI00779;09/10/2025;199,24;Móveis
CLI00779;09/01/2026;213,43;Eletro
CLI00781;26/07/2023;582,65;Eletro
CLI00781;16/07/2024;366,6;Móveis
CLI00781;24/07/2024;147,93;Cama/Mesa/Banho
CLI00781;13/10/2024;479,71;Informática
CLI00781;02/09/2025;895,36;Eletro
CLI00783;01/12/2024;380,83;Informática
CLI00783;27/02/2025;1054,25;Informática
CLI00783;20/03/2025;515,28;Eletro
CLI00783;22/11/2025;330,06;Informática
CLI00783;11/12/2025;169,31;Informática
CLI00784;06/05/2024;528,53;Informática
CLI00784;28/06/2024;121,66;Eletro
CLI00785;11/04/2025;709,04;Eletro
CLI00790;09/09/2024;558,93;Móveis
CLI00791;01/03/2023;740,29;Eletro
