id_contrato;data_consulta;score;motivo_consulta
C00811;13/03/2025;704;Aprovacao de crediario
C00811;07/02/2026;702;Revisao de carteira
C00813;25/01/2025;781;Aprovacao de crediario
C00814;26/01/2025;797;Aprovacao de crediario
C00816;15/11/2024;735;Aprovacao de crediario
C00816;14/12/2025;726;Revisao de carteira
C00817;29/12/2024;438;Aprovacao de crediario
C00818;21/09/2025;830;Aprovacao de crediario
C00818;10/02/2026;804;Revisao de carteira
C00819;14/09/2025;692;Aprovacao de crediario
C00820;24/07/2024;907;Aprovacao de crediario
C00821;04/10/2025;686;Aprovacao de crediario
C00821;01/03/2026;353;Revisao de carteira
C00823;07/09/2025;558;Aprovacao de crediario
C00823;24/02/2026;254;Revisao de carteira
C00824;22/10/2024;634;Aprovacao de crediario
C00824;29/01/2026;240;Revisao de carteira
C00825;30/11/2024;573;Aprovacao de crediario
C00826;02/11/2025;645;Aprovacao de crediario
C00827;01/10/2025;807;Aprovacao de crediario
C00829;08/11/2025;675;Aprovacao de crediario
C00830;05/08/2025;689;Aprovacao de crediario
C00830;20/02/2026;256;Revisao de carteira
C00831;15/08/2024;586;Aprovacao de crediario
C00832;17/10/2025;638;Aprovacao de crediario
C00834;20/04/2025;845;Aprovacao de crediario
C00835;06/08/2024;498;Aprovacao de crediario
C00835;28/06/2025;302;Revisao de carteira
C00836;31/08/2025;694;Aprovacao de crediario
C00836;24/02/2026;307;Revisao de carteira
C00837;13/08/2025;758;Aprovacao de crediario
C00838;01/12/2024;719;Aprovacao de crediario
C00839;06/11/2025;870;Aprovacao de crediario
C00840;02/10/2025;676;Aprovacao de crediario
C00841;03/09/2025;719;Aprovacao de crediario
C00842;17/12/2024;758;Aprovacao de crediario
C00842;23/11/2025;198;Revisao de carteira
C00843;03/08/2024;637;Aprovacao de crediario
C00843;21/07/2025;662;Revisao de carteira
C00844;09/03/2025;809;Aprovacao de crediario
C00847;11/10/2024;565;Aprovacao de crediario
C00847;08/03/2026;235;Revisao de carteira
C00848;21/06/2025;732;Aprovacao de crediario
C00849;25/05/2025;741;Aprovacao de crediario
C00849;03/03/2026;164;Revisao de carteira
C00850;01/12/2024;446;Aprovacao de crediario
C00850;27/02/2026;193;Revisao de carteira
C00852;27/11/2024;689;Aprovacao de crediario
C00853;30/04/2025;525;Aprovacao de crediario
C00853;11/02/2026;217;Revisao de carteira
C00854;16/10/2024;636;Aprovacao de crediario
C00855;30/11/2024;825;Aprovacao de crediario
C00856;01/02/2025;824;Aprovacao de crediario
C00857;31/10/2025;862;Aprovacao de crediario
C00858;23/02/2025;728;Aprovacao de crediario
C00858;25/02/2026;302;Revisao de carteira
C00859;23/09/2025;706;Aprovacao de crediario
C00859;05/02/2026;153;Revisao de carteira
C00860;01/02/2025;737;Aprovacao de crediario
C00861;03/04/2025;602;Aprovacao de crediario
C00861;13/03/2026;221;Revisao de carteira
C00862;09/09/2024;834;Aprovacao de crediario
C00863;08/03/2025;617;Aprovacao de crediario
C00863;14/03/2026;191;Revisao de carteira
C00864;11/01/2025;810;Aprovacao de crediario
C00865;05/11/2024;682;Aprovacao de crediario
C00866;23/07/2024;599;Aprovacao de crediario
C00866;29/01/2026;295;Revisao de carteira
C00867;17/02/2025;698;Aprovacao de crediario
C00867;20/02/2026;321;Revisao de carteira
C00868;19/08/2024;715;Aprovacao de crediario
C00868;29/03/2025;612;Revisao de carteira
C00869;01/07/2025;693;Aprovacao de crediario
C00869;26/02/2026;319;Revisao de carteira
C00870;09/05/2025;778;Aprovacao de crediario
C00870;01/03/2026;252;Revisao de carteira
C00871;22/10/2024;527;Aprovacao de crediario
C00871;13/09/2025;265;Revisao de carteira
C00872;28/10/2025;728;Aprovacao de crediario
C00873;24/08/2025;626;Aprovacao de crediario
C00874;03/05/2025;655;Aprovacao de crediario
C00874;03/03/2026;288;Revisao de carteira
C00875;08/02/2025;665;Aprovacao de crediario
C00876;10/03/2025;664;Aprovacao de crediario
C00876;15/03/2026;271;Revisao de carteira
C00877;28/10/2025;658;Aprovacao de crediario
C00879;08/12/2024;747;Aprovacao de crediario
C00879;25/12/2025;289;Revisao de carteira
C00880;27/07/2024;651;Aprovacao de crediario
C00880;13/02/2025;717;Revisao de carteira
C00881;08/09/2025;844;Aprovacao de crediario
C00884;04/08/2024;570;Aprovacao de crediario
C00884;30/06/2025;324;Revisao de carteira
C00885;12/11/2024;551;Aprovacao de crediario
C00886;06/12/2024;846;Aprovacao de crediario
C00886;18/12/2025;261;Revisao de carteira
C00887;25/02/2025;734;Aprovacao de crediario
C00889;09/04/2025;496;Aprovacao de crediario
C00889;10/03/2026;352;Revisao de carteira
C00890;19/09/2025;704;Aprovacao de crediario
C00890;23/02/2026;225;Revisao de carteira
C00891;07/11/2025;481;Aprovacao de crediario
C00891;20/02/2026;215;Revisao de carteira
C00892;25/06/2024;667;Aprovacao de crediario
C00894;18/06/2025;605;Aprovacao de crediario
C00895;23/01/2025;708;Aprovacao de crediario
C00895;21/02/2026;729;Revisao de carteira
C00896;03/09/2025;707;Aprovacao de crediario
C00896;12/02/2026;202;Revisao de carteira
C00899;28/12/2024;750;Aprovacao de crediario
C00899;13/03/2026;672;Revisao de carteira
C00900;15/07/2025;461;Aprovacao de crediario
C00900;08/02/2026;281;Revisao de carteira
C00901;01/09/2024;685;Aprovacao de crediario
C00901;24/02/2026;603;Revisao de carteira
C00902;24/01/2025;605;Aprovacao de crediario
C00902;21/02/2026;263;Revisao de carteira
C00903;23/07/2024;686;Aprovacao de crediario
C00904;17/10/2025;688;Aprovacao de crediario
C00905;22/06/2024;777;Aprovacao de crediario
C00907;30/06/2024;586;Aprovacao de crediario
C00908;18/02/2025;721;Aprovacao de crediario
C00908;24/02/2026;264;Revisao de carteira
C00909;22/02/2025;600;Aprovacao de crediario
C00909;19/01/2026;362;Revisao de carteira
C00910;31/08/2024;728;Aprovacao de crediario
C00910;11/02/2026;927;Revisao de carteira
C00911;02/07/2025;652;Aprovacao de crediario
C00911;20/02/2026;860;Revisao de carteira
C00912;04/09/2025;839;Aprovacao de crediario
C00913;07/10/2025;658;Aprovacao de crediario
C00913;21/02/2026;729;Revisao de carteira
C00914;13/06/2025;634;Aprovacao de crediario
C00914;11/01/2026;273;Revisao de carteira
C00916;10/08/2024;601;Aprovacao de crediario
C00916;17/02/2026;696;Revisao de carteira
C00917;30/07/2025;845;Aprovacao de crediario
C00918;30/10/2025;598;Aprovacao de crediario
C00919;20/08/2024;787;Aprovacao de crediario
C00919;10/09/2025;245;Revisao de carteira
C00920;14/06/2025;865;Aprovacao de crediario
C00921;29/04/2025;867;Aprovacao de crediario
C00922;21/09/2025;469;Aprovacao de crediario
C00924;11/10/2024;874;Aprovacao de crediario
C00924;29/09/2025;753;Revisao de carteira
C00925;28/09/2024;899;Aprovacao de crediario
C00926;13/06/2024;665;Aprovacao de crediario
C00926;13/03/2026;238;Revisao de carteira
C00927;10/10/2025;586;Aprovacao de crediario
C00928;17/12/2024;762;Aprovacao de crediario
C00929;21/03/2025;616;Aprovacao de crediario
C00931;21/10/2025;658;Aprovacao de crediario
C00932;28/10/2025;641;Aprovacao de crediario
C00932;07/02/2026;279;Revisao de carteira
C00933;23/10/2025;595;Aprovacao de crediario
C00933;07/03/2026;261;Revisao de carteira
C00934;18/10/2025;710;Aprovacao de crediario
C00934;03/03/2026;203;Revisao de carteira
C00935;13/10/2024;652;Aprovacao de crediario
C00936;09/07/2024;572;Aprovacao de crediario
C00936;08/06/2025;196;Revisao de carteira
C00937;30/10/2025;737;Aprovacao de crediario
C00938;25/08/2024;759;Aprovacao de crediario
C00939;24/09/2024;784;Aprovacao de crediario
C00939;13/10/2025;659;Revisao de carteira
C00940;12/08/2024;504;Aprovacao de crediario
C00940;13/02/2026;728;Revisao de carteira
C00941;02/02/2025;615;Aprovacao de crediario
C00941;09/01/2026;321;Revisao de carteira
C00942;13/09/2024;568;Aprovacao de crediario
C00942;13/10/2025;894;Revisao de carteira
C00943;28/12/2024;816;Aprovacao de crediario
C00943;02/02/2026;763;Revisao de carteira
C00944;29/04/2025;744;Aprovacao de crediario
C00947;29/06/2025;658;Aprovacao de crediario
C00947;22/01/2026;301;Revisao de carteira
C00949;28/07/2025;554;Aprovacao de crediario
C00949;03/03/2026;271;Revisao de carteira
C00950;30/09/2024;597;Aprovacao de crediario
C00950;14/08/2025;285;Revisao de carteira
C00951;16/06/2025;629;Aprovacao de crediario
C00951;30/01/2026;200;Revisao de carteira
C00952;27/12/2024;633;Aprovacao de crediario
C00952;12/02/2026;217;Revisao de carteira
C00953;27/03/2025;684;Aprovacao de crediario
C00954;09/09/2024;522;Aprovacao de crediario
C00954;10/08/2025;273;Revisao de carteira
C00955;24/08/2024;706;Aprovacao de crediario
C00955;09/02/2026;261;Revisao de carteira
C00956;29/10/2025;708;Aprovacao de crediario
C00956;27/02/2026;264;Revisao de carteira
C00957;15/11/2024;554;Aprovacao de crediario
C00957;13/06/2025;138;Revisao de carteira
C00958;11/12/2024;667;Aprovacao de crediario
C00959;02/01/2025;625;Aprovacao de crediario
C00959;05/08/2025;249;Revisao de carteira
C00960;21/02/2025;903;Aprovacao de crediario
C00960;01/03/2026;780;Revisao de carteira
C00961;22/07/2024;705;Aprovacao de crediario
C00962;30/07/2025;773;Aprovacao de crediario
C00963;25/10/2025;663;Aprovacao de crediario
C00963;04/03/2026;287;Revisao de carteira
C00964;10/08/2024;819;Aprovacao de crediario
C00966;26/09/2025;504;Aprovacao de crediario
C00967;26/09/2024;694;Aprovacao de crediario
C00968;24/07/2025;778;Aprovacao de crediario
C00969;01/12/2024;781;Aprovacao de crediario
C00969;13/11/2025;724;Revisao de carteira
C00970;30/09/2024;631;Aprovacao de crediario
C00970;31/08/2025;337;Revisao de carteira
C00971;17/10/2025;791;Aprovacao de crediario
C00972;04/11/2024;765;Aprovacao de crediario
C00973;20/06/2025;568;Aprovacao de crediario
C00973;13/02/2026;293;Revisao de carteira
C00974;19/01/2025;787;Aprovacao de crediario
C00974;16/02/2026;192;Revisao de carteira
C00975;24/04/2025;696;Aprovacao de crediario
C00976;10/11/2024;455;Aprovacao de crediario
C00977;02/07/2024;762;Aprovacao de crediario
C00978;15/05/2025;619;Aprovacao de crediario
C00979;07/02/2025;752;Aprovacao de crediario
C00979;06/03/2026;306;Revisao de carteira
C00980;20/01/2025;604;Aprovacao de crediario
C00981;25/01/2025;627;Aprovacao de crediario
C00981;25/02/2026;295;Revisao de carteira
C00982;30/03/2025;823;Aprovacao de crediario
C00983;19/09/2025;749;Aprovacao de crediario
C00983;23/02/2026;275;Revisao de carteira
C00984;13/08/2024;751;Aprovacao de crediario
C00984;18/02/2026;330;Revisao de carteira
C00985;21/09/2025;751;Aprovacao de crediario
C00986;07/10/2025;487;Aprovacao de crediario
C00987;19/07/2024;646;Aprovacao de crediario
C00988;15/08/2024;649;Aprovacao de crediario
C00988;26/07/2025;322;Revisao de carteira
C00989;08/09/2025;748;Aprovacao de crediario
C00990;30/09/2025;612;Aprovacao de crediario
C00991;16/02/2025;920;Aprovacao de crediario
C00992;26/07/2025;539;Aprovacao de crediario
C00992;25/02/2026;231;Revisao de carteira
C00993;05/10/2024;506;Aprovacao de crediario
C00993;14/02/2026;288;Revisao de carteira
C00994;14/10/2024;864;Aprovacao de crediario
C00995;15/10/2025;779;Aprovacao de crediario
C00995;03/02/2026;216;Revisao de carteira
C00996;25/09/2024;724;Aprovacao de crediario
C00998;22/09/2025;705;Aprovacao de crediario
C00998;18/02/2026;319;Revisao de carteira
C00999;14/03/2025;619;Aprovacao de crediario
C01000;14/10/2024;742;Aprovacao de crediario
C01001;30/08/2025;620;Aprovacao de crediario
C01001;07/03/2026;207;Revisao de carteira
C01002;26/02/2025;722;Aprovacao de crediario
C01002;08/03/2026;319;Revisao de carteira
C01003;16/06/2024;572;Aprovacao de crediario
C01004;07/10/2024;678;Aprovacao de crediario
C01004;30/09/2025;728;Revisao de carteira
C01005;26/08/2024;652;Aprovacao de crediario
C01005;15/10/2025;778;Revisao de carteira
C01006;15/08/2025;656;Aprovacao de crediario
C01008;11/11/2024;607;Aprovacao de crediario
C01008;18/10/2025;146;Revisao de carteira
C01009;11/06/2025;563;Aprovacao de crediario
C01009;11/03/2026;189;Revisao de carteira
C01010;19/10/2025;642;Aprovacao de crediario
C01010;02/03/2026;294;Revisao de carteira
C01011;08/12/2024;446;Aprovacao de crediario
C01011;15/11/2025;234;Revisao de carteira
C01012;25/08/2025;655;Aprovacao de crediario
C01013;27/03/2025;478;Aprovacao de crediario
C01013;28/10/2025;256;Revisao de carteira
C01014;18/11/2024;819;Aprovacao de crediario
C01015;10/12/2024;824;Aprovacao de crediario
C01015;14/03/2026;782;Revisao de carteira
C01016;08/05/2025;603;Aprovacao de crediario
C01016;04/03/2026;830;Revisao de carteira
C01017;14/11/2025;570;Aprovacao de crediario
C01017;23/02/2026;324;Revisao de carteira
C01018;21/07/2024;801;Aprovacao de crediario
C01019;11/09/2025;724;Aprovacao de crediario
C01019;03/03/2026;801;Revisao de carteira
C01021;16/11/2024;734;Aprovacao de crediario
C01021;04/10/2025;311;Revisao de carteira
C01022;27/02/2025;534;Aprovacao de crediario
C01023;13/12/2024;729;Aprovacao de crediario
C01024;05/01/2025;568;Aprovacao de crediario
C01024;24/02/2026;352;Revisao de carteira
C01025;23/02/2025;711;Aprovacao de crediario
C01025;06/02/2026;265;Revisao de carteira
C01026;05/12/2024;701;Aprovacao de crediario
C01027;03/10/2024;698;Aprovacao de crediario
C01027;20/08/2025;627;Revisao de carteira
C01028;28/05/2025;591;Aprovacao de crediario
C01028;16/02/2026;193;Revisao de carteira
C01029;13/08/2024;588;Aprovacao de crediario
C01030;02/08/2024;485;Aprovacao de crediario
C01030;14/08/2025;148;Revisao de carteira
C01031;12/09/2025;482;Aprovacao de crediario
C01032;30/01/2025;916;Aprovacao de crediario
C01032;05/01/2026;247;Revisao de carteira
C01033;19/08/2025;821;Aprovacao de crediario
C01034;09/02/2025;669;Aprovacao de crediario
C01035;16/10/2024;560;Aprovacao de crediario
C01035;11/09/2025;264;Revisao de carteira
C01036;07/01/2025;697;Aprovacao de crediario
C01036;18/01/2026;266;Revisao de carteira
C01037;26/06/2025;682;Aprovacao de crediario
C01037;23/02/2026;212;Revisao de carteira
C01038;14/10/2024;642;Aprovacao de crediario
C01039;25/04/2025;703;Aprovacao de crediario
C01040;23/05/2025;823;Aprovacao de crediario
C01041;23/10/2025;611;Aprovacao de crediario
C01042;15/09/2024;737;Aprovacao de crediario
C01042;28/10/2025;647;Revisao de carteira
C01043;21/02/2025;671;Aprovacao de crediario
C01044;27/10/2025;716;Aprovacao de crediario
C01045;05/12/2024;577;Aprovacao de crediario
C01045;06/02/2026;284;Revisao de carteira
C01046;11/10/2025;680;Aprovacao de crediario
C01047;03/06/2025;806;Aprovacao de crediario
C01048;04/11/2024;742;Aprovacao de crediario
C01048;17/11/2025;296;Revisao de carteira
C01049;27/08/2024;541;Aprovacao de crediario
C01049;16/09/2025;228;Revisao de carteira
C01050;27/05/2025;691;Aprovacao de crediario
C01051;02/10/2024;770;Aprovacao de crediario
C01051;27/04/2025;784;Revisao de carteira
C01052;01/05/2025;485;Aprovacao de crediario
C01054;09/08/2025;680;Aprovacao de crediario
C01054;17/02/2026;235;Revisao de carteira
C01055;28/08/2025;673;Aprovacao de crediario
C01057;22/02/2025;693;Aprovacao de crediario
C01058;13/09/2025;668;Aprovacao de crediario
C01058;04/03/2026;301;Revisao de carteira
C01059;29/05/2025;650;Aprovacao de crediario
C01060;20/12/2024;605;Aprovacao de crediario
C01061;12/11/2024;701;Aprovacao de crediario
C01062;26/04/2025;785;Aprovacao de crediario
C01063;11/09/2024;673;Aprovacao de crediario
C01063;01/03/2026;243;Revisao de carteira
C01064;12/12/2024;580;Aprovacao de crediario
C01065;15/12/2024;807;Aprovacao de crediario
C01065;14/01/2026;810;Revisao de carteira
C01066;10/02/2025;766;Aprovacao de crediario
C01066;05/03/2026;698;Revisao de carteira
C01067;01/10/2024;674;Aprovacao de crediario
C01067;19/08/2025;261;Revisao de carteira
C01068;02/06/2025;745;Aprovacao de crediario
C01069;23/10/2024;841;Aprovacao de crediario
C01070;30/06/2024;811;Aprovacao de crediario
C01071;30/10/2025;720;Aprovacao de crediario
C01071;23/02/2026;261;Revisao de carteira
C01072;25/10/2024;645;Aprovacao de crediario
C01072;03/10/2025;305;Revisao de carteira
C01073;04/09/2025;763;Aprovacao de crediario
C01073;10/03/2026;301;Revisao de carteira
C01074;14/09/2025;861;Aprovacao de crediario
C01075;27/10/2024;703;Aprovacao de crediario
C01075;27/02/2026;310;Revisao de carteira
C01076;01/03/2025;673;Aprovacao de crediario
C01077;20/10/2025;710;Aprovacao de crediario
C01078;18/04/2025;625;Aprovacao de crediario
C01079;05/08/2024;723;Aprovacao de crediario
C01079;10/02/2026;778;Revisao de carteira
C01080;03/08/2024;671;Aprovacao de crediario
C01081;23/10/2024;766;Aprovacao de crediario
C01082;06/10/2024;642;Aprovacao de crediario
C01083;20/07/2024;715;Aprovacao de crediario
C01083;12/02/2025;197;Revisao de carteira
C01084;06/07/2025;790;Aprovacao de crediario
C01084;27/02/2026;302;Revisao de carteira
C01086;15/03/2025;799;Aprovacao de crediario
C01086;10/03/2026;783;Revisao de carteira
C01087;26/11/2024;717;Aprovacao de crediario
C01087;16/06/2025;231;Revisao de carteira
C01088;20/08/2024;555;Aprovacao de crediario
C01089;09/07/2025;934;Aprovacao de crediario
C01090;08/10/2025;536;Aprovacao de crediario
C01091;25/06/2025;869;Aprovacao de crediario
C01091;18/01/2026;757;Revisao de carteira
C01092;23/11/2024;556;Aprovacao de crediario
C01093;01/07/2025;839;Aprovacao de crediario
C01095;12/04/2025;600;Aprovacao de crediario
C01096;13/07/2025;699;Aprovacao de crediario
C01098;21/08/2025;725;Aprovacao de crediario
C01099;08/10/2024;708;Aprovacao de crediario
C01100;14/06/2025;797;Aprovacao de crediario
C01101;30/12/2024;753;Aprovacao de crediario
C01101;14/02/2026;202;Revisao de carteira
C01102;26/09/2024;544;Aprovacao de crediario
C01102;20/04/2025;270;Revisao de carteira
C01104;23/10/2024;570;Aprovacao de crediario
C01105;28/07/2024;753;Aprovacao de crediario
C01105;20/03/2025;723;Revisao de carteira
C01106;12/07/2024;641;Aprovacao de crediario
C01107;23/10/2024;733;Aprovacao de crediario
C01107;01/02/2026;302;Revisao de carteira
C01108;11/11/2024;933;Aprovacao de crediario
C01109;15/03/2025;636;Aprovacao de crediario
C01110;22/12/2024;731;Aprovacao de crediario
C01110;10/11/2025;736;Revisao de carteira
C01111;21/09/2024;806;Aprovacao de crediario
C01112;08/07/2024;586;Aprovacao de crediario
C01112;16/07/2025;223;Revisao de carteira
C01113;28/06/2024;739;Aprovacao de crediario
C01114;27/07/2025;696;Aprovacao de crediario
C01114;13/03/2026;705;Revisao de carteira
C01115;06/09/2024;685;Aprovacao de crediario
C01115;29/03/2025;681;Revisao de carteira
C01116;23/06/2025;717;Aprovacao de crediario
C01116;02/03/2026;88;Revisao de carteira
C01117;07/04/2025;695;Aprovacao de crediario
C01118;14/10/2025;803;Aprovacao de crediario
C01119;06/02/2025;681;Aprovacao de crediario
C01120;20/11/2024;537;Aprovacao de crediario
C01121;12/10/2024;607;Aprovacao de crediario
C01121;06/11/2025;224;Revisao de carteira
C01122;29/09/2024;813;Aprovacao de crediario
C01123;13/03/2025;439;Aprovacao de crediario
C01123;12/03/2026;266;Revisao de carteira
C01124;21/07/2025;657;Aprovacao de crediario
C01125;16/09/2025;771;Aprovacao de crediario
C01126;01/08/2024;890;Aprovacao de crediario
C01127;18/12/2024;641;Aprovacao de crediario
C01128;21/08/2025;703;Aprovacao de crediario
C01128;12/02/2026;264;Revisao de carteira
C01129;20/04/2025;774;Aprovacao de crediario
C01130;13/08/2025;793;Aprovacao de crediario
C01131;04/04/2025;831;Aprovacao de crediario
C01132;10/10/2024;687;Aprovacao de crediario
C01132;09/09/2025;703;Revisao de carteira
C01133;28/11/2024;752;Aprovacao de crediario
C01135;28/09/2024;678;Aprovacao de crediario
C01135;25/02/2026;204;Revisao de carteira
C01136;08/01/2025;747;Aprovacao de crediario
C01138;18/11/2024;664;Aprovacao de crediario
C01139;24/01/2025;693;Aprovacao de crediario
C01140;31/07/2025;593;Aprovacao de crediario
C01141;19/02/2025;762;Aprovacao de crediario
C01142;16/12/2024;697;Aprovacao de crediario
C01142;02/12/2025;757;Revisao de carteira
C01143;07/06/2025;595;Aprovacao de crediario
C01143;16/02/2026;313;Revisao de carteira
C01144;02/08/2024;668;Aprovacao de crediario
C01145;08/09/2025;679;Aprovacao de crediario
C01147;29/08/2025;702;Aprovacao de crediario
C01148;16/06/2024;503;Aprovacao de crediario
C01148;17/01/2025;285;Revisao de carteira
C01150;27/06/2024;779;Aprovacao de crediario
C01150;08/01/2025;807;Revisao de carteira
C01151;13/08/2025;704;Aprovacao de crediario
C01152;24/05/2025;837;Aprovacao de crediario
C01153;09/11/2024;657;Aprovacao de crediario
C01154;14/01/2025;692;Aprovacao de crediario
C01155;21/07/2024;618;Aprovacao de crediario
C01155;28/01/2026;265;Revisao de carteira
C01156;15/03/2025;561;Aprovacao de crediario
C01157;09/05/2025;556;Aprovacao de crediario
C01158;15/01/2025;830;Aprovacao de crediario
C01159;18/09/2024;718;Aprovacao de crediario
C01160;17/09/2025;594;Aprovacao de crediario
C01160;30/01/2026;586;Revisao de carteira
C01161;16/01/2025;671;Aprovacao de crediario
C01161;15/03/2026;361;Revisao de carteira
C01162;27/10/2025;711;Aprovacao de crediario
C01163;10/10/2024;795;Aprovacao de crediario
C01164;08/06/2025;470;Aprovacao de crediario
C01164;18/02/2026;339;Revisao de carteira
C01165;16/11/2024;796;Aprovacao de crediario
C01166;23/07/2024;770;Aprovacao de crediario
C01168;10/01/2025;697;Aprovacao de crediario
C01169;04/10/2024;852;Aprovacao de crediario
C01170;13/02/2025;580;Aprovacao de crediario
C01170;09/03/2026;276;Revisao de carteira
C01172;08/10/2025;591;Aprovacao de crediario
C01172;02/03/2026;338;Revisao de carteira
C01173;18/07/2025;716;Aprovacao de crediario
C01174;13/11/2025;570;Aprovacao de crediario
C01175;21/12/2024;544;Aprovacao de crediario
C01176;13/05/2025;739;Aprovacao de crediario
C01177;25/10/2025;567;Aprovacao de crediario
C01177;27/02/2026;814;Revisao de carteira
C01178;18/06/2025;674;Aprovacao de crediario
C01178;05/03/2026;762;Revisao de carteira
C01179;09/02/2025;589;Aprovacao de crediario
C01179;13/01/2026;347;Revisao de carteira
C01180;19/03/2025;614;Aprovacao de crediario
C01180;13/02/2026;258;Revisao de carteira
C01181;10/09/2025;680;Aprovacao de crediario
C01182;08/01/2025;688;Aprovacao de crediario
C01182;18/11/2025;757;Revisao de carteira
C01183;06/03/2025;837;Aprovacao de crediario
C01184;22/10/2025;670;Aprovacao de crediario
C01184;06/02/2026;261;Revisao de carteira
C01185;13/06/2025;735;Aprovacao de crediario
C01186;03/03/2025;816;Aprovacao de crediario
C01187;27/09/2024;864;Aprovacao de crediario
C01188;21/07/2024;734;Aprovacao de crediario
C01190;15/07/2025;685;Aprovacao de crediario
C01190;14/03/2026;236;Revisao de carteira
C01191;30/12/2024;797;Aprovacao de crediario
C01192;02/05/2025;685;Aprovacao de crediario
C01193;17/11/2024;838;Aprovacao de crediario
C01194;12/02/2025;645;Aprovacao de crediario
C01194;20/02/2026;745;Revisao de carteira
C01195;17/06/2025;509;Aprovacao de crediario
C01195;09/03/2026;276;Revisao de carteira
C01196;23/06/2024;543;Aprovacao de crediario
C01196;05/06/2025;202;Revisao de carteira
C01198;04/07/2024;715;Aprovacao de crediario
C01198;02/03/2026;573;Revisao de carteira
C01199;02/10/2025;506;Aprovacao de crediario
C01200;19/02/2025;923;Aprovacao de crediario
C01201;29/09/2024;917;Aprovacao de crediario
C01201;21/09/2025;662;Revisao de carteira
C01202;11/04/2025;685;Aprovacao de crediario
C01203;01/10/2024;854;Aprovacao de crediario
C01203;27/10/2025;757;Revisao de carteira
C01205;04/10/2025;759;Aprovacao de crediario
C01206;30/11/2024;608;Aprovacao de crediario
C01207;01/03/2025;847;Aprovacao de crediario
C01207;24/01/2026;268;Revisao de carteira
C01208;17/07/2024;777;Aprovacao de crediario
C01208;20/07/2025;253;Revisao de carteira
C01210;15/08/2024;787;Aprovacao de crediario
C01210;10/07/2025;216;Revisao de carteira
C01211;03/03/2025;617;Aprovacao de crediario
C01211;07/02/2026;247;Revisao de carteira
C01212;05/03/2025;733;Aprovacao de crediario
C01214;15/06/2025;615;Aprovacao de crediario
C01216;25/12/2024;677;Aprovacao de crediario
C01216;31/12/2025;273;Revisao de carteira
C01217;19/11/2024;713;Aprovacao de crediario
C01218;30/06/2024;785;Aprovacao de crediario
C01220;03/09/2025;764;Aprovacao de crediario
C01220;25/02/2026;228;Revisao de carteira
C01222;19/12/2024;625;Aprovacao de crediario
C01222;02/01/2026;254;Revisao de carteira
C01223;10/05/2025;625;Aprovacao de crediario
C01225;25/03/2025;539;Aprovacao de crediario
C01225;09/02/2026;189;Revisao de carteira
C01226;26/09/2025;671;Aprovacao de crediario
C01227;02/06/2025;774;Aprovacao de crediario
C01228;10/02/2025;492;Aprovacao de crediario
C01228;06/03/2026;218;Revisao de carteira
C01230;17/10/2024;486;Aprovacao de crediario
C01230;25/02/2026;228;Revisao de carteira
C01231;16/09/2024;696;Aprovacao de crediario
C01232;29/04/2025;910;Aprovacao de crediario
C01234;26/10/2025;732;Aprovacao de crediario
C01235;06/09/2024;482;Aprovacao de crediario
C01235;12/08/2025;197;Revisao de carteira
C01236;04/10/2024;559;Aprovacao de crediario
C01237;02/03/2025;655;Aprovacao de crediario
C01238;01/08/2024;710;Aprovacao de crediario
C01239;14/05/2025;802;Aprovacao de crediario
C01240;10/01/2025;519;Aprovacao de crediario
C01241;01/08/2025;522;Aprovacao de crediario
C01241;12/02/2026;231;Revisao de carteira
C01242;30/10/2024;611;Aprovacao de crediario
C01242;06/10/2025;218;Revisao de carteira
C01243;06/02/2025;482;Aprovacao de crediario
C01243;26/02/2026;349;Revisao de carteira
C01245;17/04/2025;699;Aprovacao de crediario
C01245;02/02/2026;229;Revisao de carteira
C01246;22/12/2024;843;Aprovacao de crediario
C01247;20/07/2025;638;Aprovacao de crediario
C01247;04/03/2026;249;Revisao de carteira
C01248;31/07/2024;637;Aprovacao de crediario
C01248;08/08/2025;279;Revisao de carteira
C01249;29/08/2025;961;Aprovacao de crediario
C01250;12/01/2025;612;Aprovacao de crediario
C01251;14/01/2025;606;Aprovacao de crediario
C01252;22/05/2025;587;Aprovacao de crediario
C01252;28/02/2026;795;Revisao de carteira
C01253;27/06/2025;586;Aprovacao de crediario
C01253;27/02/2026;375;Revisao de carteira
C01254;12/08/2025;627;Aprovacao de crediario
C01256;19/02/2025;776;Aprovacao de crediario
C01256;07/02/2026;761;Revisao de carteira
C01257;17/06/2025;690;Aprovacao de crediario
C01257;01/01/2026;206;Revisao de carteira
C01258;02/12/2024;810;Aprovacao de crediario
C01258;13/10/2025;216;Revisao de carteira
C01259;07/03/2025;830;Aprovacao de crediario
C01259;12/02/2026;756;Revisao de carteira
C01260;25/01/2025;655;Aprovacao de crediario
C01261;07/06/2025;848;Aprovacao de crediario
C01261;11/02/2026;220;Revisao de carteira
C01262;20/08/2025;850;Aprovacao de crediario
C01263;06/10/2024;733;Aprovacao de crediario
C01264;04/08/2024;675;Aprovacao de crediario
C01265;12/10/2025;713;Aprovacao de crediario
C01265;27/02/2026;308;Revisao de carteira
C01266;24/03/2025;849;Aprovacao de crediario
C01267;21/07/2025;647;Aprovacao de crediario
C01268;08/04/2025;893;Aprovacao de crediario
C01269;30/10/2025;861;Aprovacao de crediario
