id_contrato;id_cliente;data_venda;loja;canal_venda;valor_total;n_parcelas;valor_parcela;bairro;sexo;idade;renda_declarada;status_contrato;data_snapshot
C00481;CLI00217;22/12/2024;Centro;Loja física;803,72;18;44,65;Cidade Nova;M;45;1581,68;Inadimplente;15/03/2026
C00482;CLI01133;02/10/2025;Zona Leste;Loja física;906,97;18;50,39;Vila Progresso;F;57;1953,78;Em dia;15/03/2026
C00483;CLI02722;05/05/2025;Online;Site;1693,82;12;141,15;Jd. America;M;32;3571,69;Inadimplente;15/03/2026
C00484;CLI00540;05/11/2024;Shopping Norte;Loja física;764,08;6;127,35;Centro;M;18;1881,42;Quitado;15/03/2026
C00485;CLI00193;06/07/2025;Centro;Televendas;3217,79;18;178,77;Centro;F;30;3998,63;Em dia;15/03/2026
C00486;CLI01292;17/10/2025;Shopping Norte;Site;1849,57;6;308,26;Jardim América;M;31;4116,09;Em dia;15/03/2026
C00488;CLI02673;24/09/2025;Shopping Norte;Loja física;3672,06;18;204,0;Jardim América;M;45;4194,91;Em dia;15/03/2026
C00489;CLI02580;14/11/2025;Online;Site;2322,6;10;232,26;Vila Progresso;M;39;1856,61;Inadimplente;15/03/2026
C00490;CLI01379;25/10/2024;Online;Loja física;752,58;6;125,43;Jd. America;M;31;3283,71;Quitado;15/03/2026
C00491;CLI01047;19/07/2024;Shopping Norte;Loja física;1168,42;6;194,74;Vila Progresso;M;45;4283,45;Quitado;15/03/2026
C00492;CLI00705;25/02/2025;Zona Leste;Loja física;3746,35;12;312,2;Alto da Serra;F;36;0,0;Quitado;15/03/2026
C00493;CLI00350;31/08/2025;Centro;Loja física;3572,64;12;297,72;Parque das Flores;F;51;2582,9;Inadimplente;15/03/2026
C00494;CLI02725;08/11/2024;Online;Site;2360,21;12;196,68;Alto da Serra;M;47;1344,94;Inadimplente;15/03/2026
C00495;CLI01679;05/11/2025;Centro;Loja física;1726,13;6;287,69;Jardim Botânico;M;40;2602,25;Em dia;15/03/2026
C00496;CLI01013;10/10/2025;Zona Leste;Loja física;3003,59;24;125,15;Centro;M;53;3489,18;Em dia;15/03/2026
C00497;CLI01993;28/09/2025;Centro;Site;4503,49;12;375,29;Cidade Nova;F;37;3233,91;Em dia;15/03/2026
C00498;CLI02074;17/07/2024;Zona Leste;Loja física;2375,32;6;395,89;Jd. America;M;37;1820,31;Inadimplente;15/03/2026
C00499;CLI01427;24/09/2025;Shopping Norte;Televendas;2562,29;24;106,76;Centro;F;62;2564,21;Inadimplente;15/03/2026
C00500;CLI01245;11/09/2024;Shopping Norte;Loja física;1360,27;24;56,68;Jardim Botânico;M;44;2895,85;Em dia;15/03/2026
C00501;CLI00205;12/05/2025;Shopping Norte;Loja física;3102,57;10;310,26;Jardim América;F;40;2535,87;Inadimplente;15/03/2026
C00502;CLI01173;20/08/2024;Zona Leste;Televendas;1040,5;6;173,42;Parque das Flores;F;39;3880,88;Inadimplente;15/03/2026
C00503;CLI02053;03/01/2025;Zona Leste;Televendas;1859,5;12;154,96;Jardim América;F;47;1820,68;Inadimplente;15/03/2026
C00504;CLI01138;12/10/2025;Shopping Norte;Loja física;1525,15;12;127,1;Parque das Flores;F;41;2871,39;Em dia;15/03/2026
C00505;CLI01691;19/01/2025;Shopping Norte;Loja física;1521,5;12;126,79;Centro;M;56;4891,72;Inadimplente;15/03/2026
C00506;CLI01922;22/11/2024;Zona Leste;Loja física;2085,36;6;347,56;Jd. America;M;34;3971,94;Inadimplente;15/03/2026
C00507;CLI00509;23/03/2025;Zona Leste;Site;762,6;6;127,1;Jd. America;F;45;1068,03;Inadimplente;15/03/2026
C00509;CLI00101;21/03/2025;Centro;Loja física;679,07;12;56,59;Bela Vista;M;53;1876,94;Em dia;15/03/2026
C00512;CLI00308;11/10/2024;Shopping Norte;Loja física;4480,12;10;448,01;Bela Vista;F;30;3336,02;Inadimplente;15/03/2026
C00513;CLI00944;01/10/2024;Centro;Televendas;2005,73;12;167,14;Vila Progresso;F;33;2372,6;Quitado;15/03/2026
C00514;CLI00845;22/04/2025;Online;Loja física;873,12;12;72,76;Cidade Nova;M;47;2237,53;Em dia;15/03/2026
C00515;CLI00938;30/10/2024;Shopping Norte;Loja física;3156,1;12;263,01;Vila Progresso;M;36;2262,82;Inadimplente;15/03/2026
C00516;CLI01889;25/10/2024;Zona Leste;Televendas;2273,68;18;126,32;Bela Vista;M;25;1471,18;Inadimplente;15/03/2026
C00517;CLI02200;27/04/2025;Zona Leste;Loja física;828,64;24;34,53;Cidade Nova;F;59;4528,01;Inadimplente;15/03/2026
C00518;CLI00338;05/06/2025;Shopping Norte;Site;2049,21;18;113,84;Vila Progresso;M;42;4753,63;Quitado;15/03/2026
C00519;CLI02708;07/08/2025;Shopping Norte;Loja física;1923,89;10;192,39;Centro;F;61;2116,92;Inadimplente;15/03/2026
C00520;CLI00506;15/07/2025;Zona Leste;Loja física;2364,87;18;131,38;Centro;F;43;3463,6;Em dia;15/03/2026
C00521;CLI02127;02/09/2025;Shopping Norte;Loja física;1137,03;12;94,75;Vila Progresso;F;29;2948,13;Inadimplente;15/03/2026
C00522;CLI01852;12/09/2024;Centro;Loja física;4869,43;18;270,52;Vila Progresso;F;32;2581,57;Inadimplente;15/03/2026
C00523;CLI00479;12/08/2025;Centro;Loja física;3279,56;12;273,3;Vila Progresso;F;39;2759,97;Em dia;15/03/2026
C00524;CLI01160;18/10/2024;Shopping Norte;Loja física;1035,14;10;103,51;Bela Vista;F;53;4547,45;Quitado;15/03/2026
C00525;CLI01406;07/11/2025;Centro;Loja física;1064,78;18;59,15;Jardim América;M;38;1655,86;Em dia;15/03/2026
C00526;CLI01766;26/12/2024;Centro;Loja física;737,66;24;30,74;Jardim Botânico;M;30;2750,62;Em dia;15/03/2026
C00529;CLI01924;11/05/2025;Shopping Norte;Loja física;1376,37;18;76,46;Alto da Serra;M;46;2665,17;Em dia;15/03/2026
C00530;CLI01454;28/08/2024;Zona Leste;Loja física;1838,75;10;183,88;Centro;F;37;1940,17;Quitado;15/03/2026
C00531;CLI01632;14/08/2024;Zona Leste;Loja física;3003,46;12;250,29;Vila Progresso;F;42;1741,19;Inadimplente;15/03/2026
C00532;CLI00230;05/02/2025;Shopping Norte;Loja física;2370,35;12;197,53;Cidade Nova;F;58;2376,07;Quitado;15/03/2026
C00533;CLI00143;30/08/2024;Online;Televendas;6292,1;12;524,34;Jardim Botânico;F;65;3665,4;Inadimplente;15/03/2026
C00534;CLI00120;17/07/2024;Shopping Norte;Loja física;5255,08;18;291,95;Jardim América;F;37;3801,88;Inadimplente;15/03/2026
C00535;CLI00619;11/05/2025;Zona Leste;Loja física;1117,12;12;93,09;Jd. America;F;26;2059,38;Inadimplente;15/03/2026
C00537;CLI00508;13/01/2025;Zona Leste;Loja física;4171,84;12;347,65;Parque das Flores;F;44;3289,69;Inadimplente;15/03/2026
C00538;CLI01188;31/07/2024;Shopping Norte;Site;3542,22;12;295,18;Vila Progresso;M;70;6553,72;Inadimplente;15/03/2026
C00539;CLI00646;12/02/2025;Zona Leste;Loja física;2227,12;6;371,19;Jd. America;M;42;3083,75;Inadimplente;15/03/2026
C00540;CLI02678;14/10/2024;Centro;Loja física;2254,17;10;225,42;Jardim América;M;40;2248,52;Quitado;15/03/2026
C00541;CLI01178;19/09/2024;Zona Leste;Loja física;4571,65;18;253,98;Jardim América;M;47;5108,82;Quitado;15/03/2026
C00542;CLI01399;13/11/2024;Shopping Norte;Loja física;1739,07;12;144,92;Centro;M;57;2532,78;Inadimplente;15/03/2026
C00543;CLI02223;08/09/2024;Zona Leste;Televendas;968,91;10;96,89;Cidade Nova;M;48;3248,22;Inadimplente;15/03/2026
C00544;CLI02114;26/10/2025;Centro;Loja física;3251,03;24;135,46;Jardim Botânico;F;71;3370,52;Inadimplente;15/03/2026
C00548;CLI00127;06/07/2024;Zona Leste;Loja física;2562,91;12;213,58;Parque das Flores;F;57;4645,88;Inadimplente;15/03/2026
C00549;CLI00421;08/03/2025;Zona Leste;Loja física;873,88;10;87,39;Jd. America;F;24;3643,12;Quitado;15/03/2026
C00550;CLI01973;19/10/2025;Online;Site;994,4;18;55,24;Vila Progresso;F;60;3675,54;Inadimplente;15/03/2026
C00551;CLI02696;06/10/2025;Shopping Norte;Site;380,0;24;15,83;Parque das Flores;F;48;5239,24;Inadimplente;15/03/2026
C00553;CLI02304;27/05/2025;Shopping Norte;Loja física;1959,26;6;326,54;Parque das Flores;F;48;1136,89;Inadimplente;15/03/2026
C00554;CLI02713;27/10/2024;Online;Loja física;4019,37;10;401,94;Centro;F;42;5982,05;Em dia;15/03/2026
C00555;CLI01970;08/09/2025;Centro;Loja física;1974,2;24;82,26;Jardim Botânico;F;49;1411,06;Inadimplente;15/03/2026
C00556;CLI02016;20/10/2025;Online;Loja física;2554,29;12;212,86;Jardim América;F;33;1793,09;Em dia;15/03/2026
C00557;CLI02478;22/08/2024;Shopping Norte;Televendas;1373,56;12;114,46;Alto da Serra;F;50;4055,91;Inadimplente;15/03/2026
C00558;CLI00784;19/07/2025;Shopping Norte;Loja física;2798,07;10;279,81;Centro;F;29;1514,58;Inadimplente;15/03/2026
C00559;CLI00918;22/02/2025;Shopping Norte;Televendas;1408,44;6;234,74;Cidade Nova;M;52;2886,63;Quitado;15/03/2026
C00560;CLI01800;23/08/2025;Centro;Loja física;2262,63;6;377,1;Alto da Serra;F;72;4566,64;Quitado;15/03/2026
C00561;CLI01770;06/08/2024;Shopping Norte;Loja física;3276,17;18;182,01;Centro;F;53;4218,42;Quitado;15/03/2026
C00562;CLI01783;05/08/2025;Online;Loja física;3463,82;24;144,33;Jardim América;F;44;2768,92;Em dia;15/03/2026
C00563;CLI00716;17/09/2025;Zona Leste;Loja física;5697,86;24;237,41;Jd. America;F;45;2883,58;Inadimplente;15/03/2026
C00564;CLI00753;20/04/2025;Online;Loja física;2796,45;24;116,52;Parque das Flores;M;40;2399,76;Inadimplente;15/03/2026
C00565;CLI00496;12/04/2025;Shopping Norte;Site;1105,12;10;110,51;Cidade Nova;F;49;1948,84;Inadimplente;15/03/2026
C00566;CLI00224;29/06/2025;Centro;Loja física;923,37;6;153,9;Vila Progresso;F;36;4381,98;Inadimplente;15/03/2026
C00568;CLI01383;27/11/2024;Shopping Norte;Loja física;2251,2;12;187,6;Jardim Botânico;F;45;2194,26;Quitado;15/03/2026
C00569;CLI01666;27/06/2024;Centro;Loja física;638,52;24;26,6;Centro;F;54;1573,32;Em dia;15/03/2026
C00570;CLI01838;20/01/2025;Shopping Norte;Loja física;4336,09;18;240,89;Bela Vista;F;51;3433,55;Inadimplente;15/03/2026
C00571;CLI00448;27/12/2024;Zona Leste;Loja física;4704,57;24;196,02;Vila Progresso;F;43;1559,34;Inadimplente;15/03/2026
C00572;CLI02557;05/08/2025;Centro;Televendas;3514,54;12;292,88;Jd. America;F;18;4425,37;Inadimplente;15/03/2026
C00574;CLI01999;01/05/2025;Shopping Norte;Loja física;1061,66;12;88,47;Jd. America;M;30;5530,0;Em dia;15/03/2026
C00575;CLI02211;03/11/2025;Zona Leste;Loja física;3365,35;10;336,54;Centro;F;48;3979,14;Em dia;15/03/2026
C00577;CLI02045;12/08/2024;Centro;Televendas;2951,25;18;163,96;Vila Progresso;M;45;2634,42;Inadimplente;15/03/2026
C00579;CLI02665;10/08/2024;Zona Leste;Loja física;709,81;12;59,15;Alto da Serra;M;20;2243,13;Quitado;15/03/2026
C00580;CLI01672;02/03/2025;Zona Leste;Loja física;3969,34;6;661,56;Alto da Serra;M;30;4237,79;Quitado;15/03/2026
C00581;CLI01402;23/08/2024;Centro;Loja física;1807,91;12;150,66;Centro;F;49;1815,07;Inadimplente;15/03/2026
C00582;CLI02746;11/09/2024;Shopping Norte;Loja física;8680,22;12;723,35;Cidade Nova;F;63;7163,0;Quitado;15/03/2026
C00583;CLI01622;07/11/2025;Online;Loja física;3984,87;10;398,49;Centro;M;36;4676,01;Em dia;15/03/2026
C00584;CLI02433;24/07/2025;Zona Leste;Televendas;4923,96;12;410,33;Jardim América;M;61;3573,39;Em dia;15/03/2026
C00585;CLI01451;10/03/2025;Online;Loja física;2969,03;18;164,95;Parque das Flores;M;36;1586,51;Inadimplente;15/03/2026
C00586;CLI01071;19/06/2024;Centro;Loja física;5024,27;12;418,69;Jardim Botânico;M;35;3170,82;Inadimplente;15/03/2026
C00587;CLI02286;25/06/2025;Shopping Norte;Loja física;1419,4;10;141,94;Bela Vista;F;40;2850,63;Em dia;15/03/2026
C00588;CLI00276;22/01/2025;Shopping Norte;Site;1071,74;18;59,54;Vila Progresso;M;50;3199,59;Em dia;15/03/2026
C00589;CLI02462;08/08/2025;Centro;Loja física;1016,16;10;101,62;Jardim Botânico;F;45;2503,59;Inadimplente;15/03/2026
C00590;CLI01686;19/10/2024;Centro;Loja física;5000,78;10;500,08;Jardim América;F;42;1452,4;Inadimplente;15/03/2026
C00591;CLI02553;26/12/2024;Zona Leste;Site;2787,85;10;278,78;Jardim América;M;64;3240,05;Quitado;15/03/2026
C00592;CLI01226;07/07/2024;Shopping Norte;Site;3352,28;18;186,24;Jd. America;M;54;5613,26;Quitado;15/03/2026
C00593;CLI00175;02/04/2025;Centro;Site;1841,67;12;153,47;Bela Vista;F;39;2742,98;Inadimplente;15/03/2026
C00595;CLI01647;08/09/2024;Zona Leste;Loja física;1906,45;10;190,64;Jardim Botânico;M;43;2936,25;Inadimplente;15/03/2026
C00597;CLI02398;01/10/2025;Shopping Norte;Loja física;1853,79;6;308,96;Centro;M;52;4249,49;Em dia;15/03/2026
C00598;CLI02016;06/09/2025;Zona Leste;Loja física;2511,21;6;418,54;Cidade Nova;M;23;3526,41;Quitado;15/03/2026
C00599;CLI02154;05/10/2024;Centro;Loja física;1175,21;12;97,93;Vila Progresso;F;42;4236,86;Quitado;15/03/2026
C00600;CLI02594;22/04/2025;Shopping Norte;Loja física;2879,78;24;119,99;Alto da Serra;M;56;2686,55;Inadimplente;15/03/2026
C00601;CLI02353;16/11/2024;Zona Leste;Site;3373,15;10;337,32;Centro;M;26;2410,83;Inadimplente;15/03/2026
C00602;CLI01696;18/07/2024;Centro;Loja física;1946,51;18;108,14;Jardim Botânico;F;46;2316,57;Quitado;15/03/2026
C00603;CLI02369;03/11/2024;Shopping Norte;Site;2596,07;18;144,23;Jardim América;F;34;2340,35;Inadimplente;15/03/2026
C00604;CLI00986;27/07/2025;Online;Site;1957,81;24;81,58;Centro;F;42;3223,41;Em dia;15/03/2026
C00605;CLI00079;16/09/2025;Shopping Norte;Loja física;1944,93;12;162,08;Cidade Nova;M;59;1812,86;Inadimplente;15/03/2026
C00606;CLI00258;18/10/2024;Zona Leste;Loja física;2706,06;18;150,34;Jardim América;F;43;3599,99;Inadimplente;15/03/2026
C00607;CLI02037;01/10/2024;Zona Leste;Loja física;1645,82;10;164,58;Jardim América;M;51;3392,53;Inadimplente;15/03/2026
C00608;CLI00502;27/06/2025;Shopping Norte;Loja física;2041,74;6;340,29;Parque das Flores;M;26;2705,07;Inadimplente;15/03/2026
C00609;CLI01563;24/10/2024;Shopping Norte;Loja física;1712,58;24;71,36;Jardim América;F;53;3727,2;Em dia;15/03/2026
C00610;CLI00258;22/04/2025;Centro;Site;2666,82;10;266,68;Jardim Botânico;M;20;2992,23;Quitado;15/03/2026
C00611;CLI02521;08/08/2025;Zona Leste;Loja física;1947,18;10;194,72;Jd. America;M;22;2997,24;Em dia;15/03/2026
C00613;CLI00503;04/03/2025;Zona Leste;Loja física;3601,8;12;300,15;Cidade Nova;F;55;2664,44;Quitado;15/03/2026
C00614;CLI02503;27/10/2024;Zona Leste;Loja física;380,0;10;38,0;Vila Progresso;F;27;1820,8;Inadimplente;15/03/2026
C00616;CLI01658;31/08/2024;Online;Loja física;1498,98;18;83,28;Jd. America;F;55;1641,76;Inadimplente;15/03/2026
C00617;CLI00048;12/09/2025;Zona Leste;Loja física;2159,38;18;119,97;Parque das Flores;F;33;2204,88;Em dia;15/03/2026
C00618;CLI00773;05/07/2024;Shopping Norte;Loja física;2017,13;12;168,09;Jardim América;F;48;2455,51;Quitado;15/03/2026
C00619;CLI02158;20/06/2025;Centro;Loja física;9619,97;6;1603,33;Bela Vista;F;41;2250,57;Inadimplente;15/03/2026
C00620;CLI00566;28/07/2024;Shopping Norte;Site;1850,14;12;154,18;Jardim Botânico;M;46;2798,58;Quitado;15/03/2026
C00621;CLI02551;11/11/2025;Zona Leste;Loja física;1801,91;24;75,08;Bela Vista;F;42;3587,41;Em dia;15/03/2026
C00622;CLI00758;10/09/2025;Shopping Norte;Loja física;1045,72;6;174,29;Vila Progresso;F;46;2673,72;Em dia;15/03/2026
C00623;CLI02399;13/11/2024;Centro;Loja física;1370,12;12;114,18;Jd. America;F;18;2953,83;Quitado;15/03/2026
C00625;CLI01741;22/02/2025;Online;Loja física;4938,22;12;411,52;Centro;F;31;3223,88;Quitado;15/03/2026
C00626;CLI01797;23/10/2024;Shopping Norte;Loja física;1632,76;18;90,71;Parque das Flores;F;24;3677,64;Em dia;15/03/2026
C00627;CLI01737;02/09/2024;Centro;Loja física;1520,73;24;63,36;Jardim América;F;58;1604,27;Em dia;15/03/2026
C00628;CLI01375;12/11/2024;Centro;Loja física;1230,39;18;68,36;Vila Progresso;F;41;4295,44;Em dia;15/03/2026
C00629;CLI01873;05/11/2025;Zona Leste;Loja física;2835,57;12;236,3;Jardim Botânico;M;48;3945,26;Inadimplente;15/03/2026
C00630;CLI01801;18/08/2025;Zona Leste;Televendas;2554,48;10;255,45;Vila Progresso;M;45;5423,9;Em dia;15/03/2026
C00632;CLI00768;12/02/2025;Centro;Loja física;3772,64;24;157,19;Cidade Nova;M;34;2442,38;Em dia;15/03/2026
C00633;CLI01542;16/11/2024;Shopping Norte;Loja física;422,52;6;70,42;Cidade Nova;M;39;2802,31;Quitado;15/03/2026
C00634;CLI00051;29/06/2024;Zona Leste;Loja física;1517,5;18;84,31;Cidade Nova;F;67;3119,98;Quitado;15/03/2026
C00636;CLI00297;12/03/2025;Centro;Loja física;1020,48;18;56,69;Vila Progresso;M;44;2300,88;Inadimplente;15/03/2026
C00637;CLI00106;10/09/2024;Shopping Norte;Site;4743,14;6;790,52;Jardim Botânico;F;22;900,0;Inadimplente;15/03/2026
C00638;CLI00127;03/03/2025;Centro;Site;1435,68;18;79,76;Jd. America;M;40;3511,03;Em dia;15/03/2026
C00639;CLI01503;04/07/2025;Online;Loja física;2543,93;6;423,99;Jardim Botânico;M;25;1734,71;Inadimplente;15/03/2026
C00640;CLI01885;17/10/2025;Centro;Loja física;2551,61;24;106,32;Parque das Flores;M;33;1966,43;Em dia;15/03/2026
C00641;CLI00272;14/11/2024;Shopping Norte;Loja física;3585,2;24;149,38;Parque das Flores;F;39;2285,13;Em dia;15/03/2026
C00642;CLI02531;14/11/2025;Centro;Loja física;1500,87;24;62,54;Vila Progresso;F;78;2236,1;Em dia;15/03/2026
C00643;CLI00440;12/09/2024;Centro;Loja física;1529,23;10;152,92;Cidade Nova;M;49;2662,01;Quitado;15/03/2026
C00644;CLI00867;31/08/2024;Centro;Site;1632,11;10;163,21;Vila Progresso;F;38;3118,8;Inadimplente;15/03/2026
C00645;CLI00140;10/07/2025;Shopping Norte;Loja física;2744,87;10;274,49;Jardim Botânico;M;29;3322,9;Em dia;15/03/2026
C00646;CLI01348;28/02/2025;Zona Leste;Loja física;1232,52;24;51,36;Jardim América;M;66;1701,36;Em dia;15/03/2026
C00647;CLI00931;07/05/2025;Zona Leste;Loja física;1635,72;6;272,62;Bela Vista;F;55;2037,65;Quitado;15/03/2026
C00648;CLI01229;03/05/2025;Zona Leste;Loja física;1916,49;18;106,47;Cidade Nova;M;41;3042,21;Inadimplente;15/03/2026
C00649;CLI00972;01/07/2025;Zona Leste;Loja física;2571,98;10;257,2;Parque das Flores;F;38;1946,28;Em dia;15/03/2026
C00650;CLI01257;14/11/2024;Online;Site;1890,68;12;157,56;Vila Progresso;F;44;5013,16;Quitado;15/03/2026
C00651;CLI01423;10/02/2025;Online;Loja física;3172,53;12;264,38;Bela Vista;F;44;3652,1;Quitado;15/03/2026
C00652;CLI01444;20/07/2025;Centro;Site;2808,37;12;234,03;Centro;M;27;2580,37;Em dia;15/03/2026
C00653;CLI01032;29/11/2024;Centro;Loja física;2894,55;12;241,21;Parque das Flores;F;50;917,25;Inadimplente;15/03/2026
C00655;CLI00094;14/04/2025;Zona Leste;Site;415,9;12;34,66;Parque das Flores;M;46;2674,19;Inadimplente;15/03/2026
C00656;CLI01228;24/09/2025;Centro;Loja física;2661,62;18;147,87;Bela Vista;M;50;2310,65;Em dia;15/03/2026
C00657;CLI00857;28/08/2024;Centro;Loja física;5709,06;6;951,51;Parque das Flores;F;37;3005,13;Inadimplente;15/03/2026
C00658;CLI02496;28/04/2025;Shopping Norte;Site;749,08;12;62,42;Vila Progresso;F;44;2330,16;Em dia;15/03/2026
C00659;CLI00544;27/05/2025;Centro;Loja física;1233,8;12;102,82;Jd. America;F;44;2753,56;Inadimplente;15/03/2026
C00660;CLI01052;03/07/2024;Centro;Site;3206,71;6;534,45;Vila Progresso;F;19;2212,06;Inadimplente;15/03/2026
C00661;CLI02036;04/09/2024;Zona Leste;Televendas;2037,11;10;203,71;Cidade Nova;M;38;2476,27;Inadimplente;15/03/2026
C00662;CLI01920;05/11/2024;Zona Leste;Site;863,37;10;86,34;Cidade Nova;M;52;3939,3;Quitado;15/03/2026
C00663;CLI00427;11/07/2024;Shopping Norte;Loja física;1020,32;10;102,03;Cidade Nova;F;58;3385,45;Quitado;15/03/2026
C00664;CLI00131;30/05/2025;Centro;Loja física;1815,5;6;302,58;Centro;F;49;1850,51;Quitado;15/03/2026
C00665;CLI00547;19/04/2025;Centro;Loja física;1362,77;24;56,78;Jd. America;F;39;3287,32;Em dia;15/03/2026
C00666;CLI02454;13/12/2024;Centro;Site;1426,19;10;142,62;Centro;M;51;2375,98;Em dia;15/03/2026
C00667;CLI00142;08/07/2025;Shopping Norte;Televendas;3456,27;10;345,63;Parque das Flores;F;65;3475,53;Em dia;15/03/2026
C00668;CLI02503;15/06/2024;Zona Leste;Site;2232,06;24;93,0;Jardim América;F;18;3809,99;Inadimplente;15/03/2026
C00669;CLI01574;28/06/2024;Centro;Loja física;5539,26;12;461,6;Centro;F;43;5832,26;Quitado;15/03/2026
C00670;CLI01274;23/03/2025;Zona Leste;Loja física;1161,02;24;48,38;Alto da Serra;F;43;2450,15;Em dia;15/03/2026
C00671;CLI01293;22/01/2025;Centro;Loja física;3437,27;12;286,44;Centro;M;54;2035,42;Inadimplente;15/03/2026
C00672;CLI01045;08/08/2024;Centro;Loja física;1273,73;24;53,07;Jd. America;F;44;5771,23;Inadimplente;15/03/2026
C00673;CLI02241;22/10/2025;Shopping Norte;Loja física;3723,33;12;310,28;Parque das Flores;M;36;3500,66;Quitado;15/03/2026
C00675;CLI00470;11/06/2025;Zona Leste;Loja física;3660,69;12;305,06;Vila Progresso;M;52;1805,87;Inadimplente;15/03/2026
C00676;CLI00081;08/06/2025;Shopping Norte;Loja física;2197,78;12;183,15;Jardim América;M;45;2165,32;Inadimplente;15/03/2026
C00677;CLI00166;21/09/2025;Online;Site;1929,24;12;160,77;Alto da Serra;M;48;4277,94;Em dia;15/03/2026
C00678;CLI01660;02/07/2024;Centro;Loja física;1285,11;24;53,55;Vila Progresso;F;57;3754,77;Em dia;15/03/2026
C00679;CLI00760;22/09/2024;Centro;Loja física;1423,85;12;118,65;Vila Progresso;M;54;2197,69;Inadimplente;15/03/2026
C00680;CLI01833;17/01/2025;Zona Leste;Televendas;1029,06;24;42,88;Vila Progresso;F;34;1986,22;Em dia;15/03/2026
C00681;CLI01721;01/06/2025;Zona Leste;Loja física;1465,01;24;61,04;Jardim Botânico;F;46;1328,04;Em dia;15/03/2026
C00682;CLI01449;22/03/2025;Online;Loja física;2418,64;18;134,37;Jd. America;M;20;1528,45;Em dia;15/03/2026
C00683;CLI00122;22/06/2024;Shopping Norte;Televendas;1194,93;12;99,58;Jardim América;M;52;3428,58;Quitado;15/03/2026
C00684;CLI02015;29/07/2024;Shopping Norte;Site;960,48;10;96,05;Bela Vista;F;47;3719,64;Inadimplente;15/03/2026
C00685;CLI01358;11/11/2025;Zona Leste;Loja física;753,03;10;75,3;Parque das Flores;F;64;4271,24;Inadimplente;15/03/2026
C00687;CLI00670;03/03/2025;Centro;Loja física;1242,65;12;103,55;Bela Vista;M;51;2581,58;Quitado;15/03/2026
C00688;CLI00549;13/10/2024;Centro;Loja física;1610,25;12;134,19;Vila Progresso;M;53;2722,61;Inadimplente;15/03/2026
C00689;CLI00175;26/07/2024;Zona Leste;Loja física;1984,32;12;165,36;Bela Vista;M;57;1789,87;Inadimplente;15/03/2026
C00691;CLI00362;13/03/2025;Centro;Loja física;906,36;12;75,53;Jd. America;F;35;1389,62;Inadimplente;15/03/2026
C00692;CLI01947;24/08/2025;Centro;Loja física;2556,59;6;426,1;Jardim Botânico;M;51;1747,14;Inadimplente;15/03/2026
C00693;CLI01338;25/10/2024;Centro;Site;1441,46;10;144,15;Cidade Nova;F;40;1890,84;Quitado;15/03/2026
C00694;CLI02079;21/09/2024;Online;Site;1530,82;6;255,14;Parque das Flores;M;50;2305,49;Quitado;15/03/2026
C00695;CLI02484;28/06/2025;Centro;Loja física;3934,46;6;655,74;Jardim América;M;38;3106,49;Inadimplente;15/03/2026
C00696;CLI02778;16/06/2025;Centro;Loja física;5218,68;10;521,87;Alto da Serra;M;46;1956,9;Inadimplente;15/03/2026
C00697;CLI02671;09/08/2024;Zona Leste;Loja física;1223,95;10;122,4;Alto da Serra;M;21;2607,22;Inadimplente;15/03/2026
C00698;CLI01522;06/02/2025;Zona Leste;Site;1556,48;18;86,47;Parque das Flores;F;40;5097,38;Em dia;15/03/2026
C00699;CLI00056;15/12/2024;Online;Loja física;1898,42;18;105,47;Vila Progresso;F;48;3442,11;Em dia;15/03/2026
C00700;CLI01508;06/09/2025;Zona Leste;Loja física;744,96;10;74,5;Cidade Nova;F;37;2333,74;Em dia;15/03/2026
C00701;CLI02381;02/08/2025;Shopping Norte;Loja física;948,87;18;52,72;Centro;M;25;2283,74;Inadimplente;15/03/2026
C00702;CLI02018;26/08/2025;Shopping Norte;Loja física;2095,43;10;209,54;Vila Progresso;M;56;3407,75;Inadimplente;15/03/2026
C00704;CLI02637;27/11/2024;Zona Leste;Televendas;1440,1;12;120,01;Jd. America;F;28;2738,23;Inadimplente;15/03/2026
C00705;CLI01862;28/08/2024;Shopping Norte;Loja física;826,57;10;82,66;Alto da Serra;M;41;2854,18;Quitado;15/03/2026
C00706;CLI01889;04/11/2025;Zona Leste;Loja física;1839,97;10;184,0;Jardim América;F;39;1867,38;Em dia;15/03/2026
C00707;CLI02108;26/04/2025;Online;Loja física;3490,74;24;145,45;Jardim América;F;72;3035,8;Inadimplente;15/03/2026
C00708;CLI02378;24/09/2025;Centro;Loja física;1633,2;10;163,32;Jardim Botânico;F;28;4705,66;Inadimplente;15/03/2026
C00709;CLI02449;31/07/2024;Online;Loja física;2234,4;6;372,4;Parque das Flores;M;26;1535,59;Inadimplente;15/03/2026
C00710;CLI00497;19/03/2025;Centro;Loja física;704,4;10;70,44;Jardim América;F;49;4505,78;Quitado;15/03/2026
C00711;CLI01826;09/06/2025;Centro;Loja física;1222,23;12;101,85;Vila Progresso;F;23;2870,51;Em dia;15/03/2026
C00712;CLI01745;24/07/2024;Centro;Site;1249,8;12;104,15;Alto da Serra;M;34;1587,63;Quitado;15/03/2026
C00713;CLI00791;11/07/2024;Shopping Norte;Site;4743,46;18;263,53;Centro;F;30;3266,69;Inadimplente;15/03/2026
