id_contrato;data_ocorrencia;tipo_ocorrencia;canal
C00493;20/01/2026;Segunda via de boleto;WhatsApp
C00494;19/04/2025;Segunda via de boleto;WhatsApp
C00494;11/09/2025;Segunda via de boleto;WhatsApp
C00495;24/11/2025;Reclamacao de entrega;WhatsApp
C00498;21/08/2024;Segunda via de boleto;Telefone
C00498;08/11/2024;Segunda via de boleto;WhatsApp
C00498;14/02/2025;Negociacao de divida;Telefone
C00499;15/11/2025;Duvida sobre produto;Loja
C00499;09/02/2026;Negociacao de divida;WhatsApp
C00501;27/08/2025;Segunda via de boleto;Telefone
C00502;05/12/2024;Segunda via de boleto;WhatsApp
C00503;26/01/2026;Negociacao de divida;Telefone
C00505;21/05/2025;Solicitacao de assistencia tecnica;Site
C00505;02/01/2026;Segunda via de boleto;Loja
C00505;06/02/2026;Negociacao de divida;WhatsApp
C00506;24/11/2024;Solicitacao de assistencia tecnica;Site
C00506;24/02/2025;Segunda via de boleto;Loja
C00507;04/04/2025;Segunda via de boleto;WhatsApp
C00507;19/04/2025;Segunda via de boleto;Loja
C00509;12/09/2025;Reclamacao de entrega;Site
C00514;27/07/2025;Solicitacao de assistencia tecnica;Telefone
C00515;13/03/2025;Atualizacao cadastral;Loja
C00515;29/06/2025;Segunda via de boleto;Telefone
C00515;01/12/2025;Negociacao de divida;Telefone
C00516;20/02/2026;Negociacao de divida;Telefone
C00516;08/03/2026;Atualizacao cadastral;Site
C00518;22/07/2025;Segunda via de boleto;WhatsApp
C00518;07/03/2026;Negociacao de divida;Telefone
C00519;28/02/2026;Negociacao de divida;WhatsApp
C00521;19/12/2025;Segunda via de boleto;Telefone
C00521;03/03/2026;Negociacao de divida;Telefone
C00522;17/09/2025;Atualizacao cadastral;WhatsApp
C00522;21/10/2025;Segunda via de boleto;Loja
C00522;24/10/2025;Segunda via de boleto;WhatsApp
C00522;27/01/2026;Segunda via de boleto;Loja
C00523;16/02/2026;Reclamacao de entrega;Telefone
C00524;22/05/2025;Atualizacao cadastral;WhatsApp
C00524;20/08/2025;Atualizacao cadastral;Telefone
C00526;19/04/2025;Atualizacao cadastral;WhatsApp
C00526;10/01/2026;Segunda via de boleto;Telefone
C00530;11/09/2024;Atualizacao cadastral;Telefone
C00530;10/09/2025;Solicitacao de assistencia tecnica;Site
C00531;08/07/2025;Segunda via de boleto;Loja
C00531;11/09/2025;Negociacao de divida;WhatsApp
C00532;10/12/2025;Segunda via de boleto;Telefone
C00533;15/12/2024;Solicitacao de assistencia tecnica;Telefone
C00533;14/03/2025;Segunda via de boleto;WhatsApp
C00533;05/05/2025;Segunda via de boleto;WhatsApp
C00534;08/04/2025;Atualizacao cadastral;Loja
C00534;14/06/2025;Segunda via de boleto;Telefone
C00534;25/12/2025;Atualizacao cadastral;Loja
C00534;31/12/2025;Segunda via de boleto;WhatsApp
C00535;24/06/2025;Solicitacao de assistencia tecnica;Site
C00535;01/03/2026;Negociacao de divida;WhatsApp
C00537;14/09/2025;Duvida sobre produto;Telefone
C00537;23/01/2026;Negociacao de divida;WhatsApp
C00538;20/03/2025;Segunda via de boleto;Loja
C00538;24/03/2025;Duvida sobre produto;Telefone
C00538;15/08/2025;Negociacao de divida;WhatsApp
C00539;14/03/2025;Segunda via de boleto;WhatsApp
C00539;03/09/2025;Negociacao de divida;Telefone
C00542;06/06/2025;Atualizacao cadastral;Telefone
C00542;08/10/2025;Segunda via de boleto;WhatsApp
C00542;21/11/2025;Negociacao de divida;WhatsApp
C00542;28/12/2025;Solicitacao de assistencia tecnica;Telefone
C00543;04/02/2025;Segunda via de boleto;Loja
C00544;11/01/2026;Segunda via de boleto;WhatsApp
C00544;22/02/2026;Negociacao de divida;Telefone
C00548;19/09/2025;Reclamacao de entrega;Telefone
C00549;21/07/2025;Solicitacao de assistencia tecnica;Loja
C00550;13/02/2026;Negociacao de divida;Telefone
C00551;05/12/2025;Segunda via de boleto;Loja
C00551;26/02/2026;Negociacao de divida;WhatsApp
C00553;07/12/2025;Negociacao de divida;WhatsApp
C00555;21/09/2025;Segunda via de boleto;Loja
C00555;17/02/2026;Negociacao de divida;WhatsApp
C00557;27/01/2025;Segunda via de boleto;Loja
C00557;27/01/2025;Atualizacao cadastral;Loja
C00557;23/08/2025;Negociacao de divida;WhatsApp
C00558;02/09/2025;Segunda via de boleto;Loja
C00558;26/01/2026;Negociacao de divida;WhatsApp
C00559;29/03/2025;Duvida sobre produto;Loja
C00559;13/09/2025;Reclamacao de entrega;Site
C00561;01/08/2025;Atualizacao cadastral;WhatsApp
C00562;14/08/2025;Solicitacao de assistencia tecnica;Site
C00562;19/10/2025;Segunda via de boleto;WhatsApp
C00562;01/01/2026;Segunda via de boleto;Loja
C00562;18/01/2026;Segunda via de boleto;WhatsApp
C00562;08/03/2026;Solicitacao de assistencia tecnica;Telefone
C00563;05/10/2025;Duvida sobre produto;Loja
C00563;08/10/2025;Segunda via de boleto;WhatsApp
C00563;27/01/2026;Negociacao de divida;Telefone
C00564;07/11/2025;Segunda via de boleto;Telefone
C00564;09/02/2026;Negociacao de divida;WhatsApp
C00565;09/08/2025;Solicitacao de assistencia tecnica;Site
C00566;03/08/2025;Duvida sobre produto;Site
C00566;31/01/2026;Negociacao de divida;Telefone
C00568;04/05/2025;Segunda via de boleto;Loja
C00568;15/06/2025;Atualizacao cadastral;Loja
C00568;16/08/2025;Solicitacao de assistencia tecnica;WhatsApp
C00568;25/08/2025;Solicitacao de assistencia tecnica;Telefone
C00570;25/08/2025;Atualizacao cadastral;Loja
C00571;15/08/2025;Solicitacao de assistencia tecnica;Site
C00571;04/10/2025;Segunda via de boleto;Telefone
C00572;15/02/2026;Negociacao de divida;WhatsApp
C00574;15/10/2025;Segunda via de boleto;WhatsApp
C00579;07/12/2024;Atualizacao cadastral;Site
C00579;04/03/2025;Segunda via de boleto;WhatsApp
C00580;11/05/2025;Atualizacao cadastral;Site
C00580;07/09/2025;Reclamacao de entrega;Site
C00582;24/05/2025;Atualizacao cadastral;WhatsApp
C00582;04/10/2025;Solicitacao de assistencia tecnica;Site
C00583;07/12/2025;Segunda via de boleto;WhatsApp
C00583;12/02/2026;Reclamacao de entrega;Site
C00584;19/08/2025;Atualizacao cadastral;WhatsApp
C00584;15/10/2025;Atualizacao cadastral;Site
C00584;04/11/2025;Atualizacao cadastral;WhatsApp
C00585;01/01/2026;Segunda via de boleto;Telefone
C00585;03/03/2026;Negociacao de divida;WhatsApp
C00586;21/07/2025;Negociacao de divida;WhatsApp
C00587;06/12/2025;Solicitacao de assistencia tecnica;Telefone
C00589;06/10/2025;Solicitacao de assistencia tecnica;Site
C00589;25/10/2025;Segunda via de boleto;WhatsApp
C00589;12/03/2026;Negociacao de divida;WhatsApp
C00590;11/09/2025;Negociacao de divida;WhatsApp
C00591;29/12/2024;Atualizacao cadastral;WhatsApp
C00591;20/05/2025;Solicitacao de assistencia tecnica;Loja
C00591;23/08/2025;Segunda via de boleto;Loja
C00593;23/08/2025;Reclamacao de entrega;WhatsApp
C00593;13/12/2025;Atualizacao cadastral;Loja
C00593;02/02/2026;Negociacao de divida;Telefone
C00595;02/03/2025;Reclamacao de entrega;WhatsApp
C00595;27/07/2025;Negociacao de divida;Telefone
C00598;26/02/2026;Atualizacao cadastral;Site
C00599;10/04/2025;Atualizacao cadastral;Loja
C00600;24/06/2025;Duvida sobre produto;Loja
C00600;30/01/2026;Negociacao de divida;Telefone
C00601;18/12/2024;Duvida sobre produto;Telefone
C00603;09/11/2025;Reclamacao de entrega;Telefone
C00603;26/02/2026;Negociacao de divida;Telefone
C00605;10/12/2025;Segunda via de boleto;Loja
C00605;22/12/2025;Segunda via de boleto;Loja
C00605;10/01/2026;Atualizacao cadastral;WhatsApp
C00605;04/02/2026;Reclamacao de entrega;Telefone
C00605;10/03/2026;Negociacao de divida;Telefone
C00608;02/09/2025;Segunda via de boleto;Telefone
C00608;01/01/2026;Negociacao de divida;Telefone
C00609;19/09/2025;Segunda via de boleto;Telefone
C00609;09/10/2025;Segunda via de boleto;Telefone
C00611;29/10/2025;Atualizacao cadastral;Site
C00611;07/01/2026;Atualizacao cadastral;Telefone
C00613;16/12/2025;Segunda via de boleto;WhatsApp
C00614;17/09/2025;Negociacao de divida;Telefone
C00614;24/09/2025;Solicitacao de assistencia tecnica;Site
C00616;02/07/2025;Segunda via de boleto;Loja
C00616;03/07/2025;Duvida sobre produto;WhatsApp
C00616;10/09/2025;Segunda via de boleto;Telefone
C00616;25/02/2026;Negociacao de divida;WhatsApp
C00617;27/10/2025;Solicitacao de assistencia tecnica;Telefone
C00618;22/02/2025;Segunda via de boleto;Telefone
C00618;15/05/2025;Reclamacao de entrega;Telefone
C00619;15/09/2025;Segunda via de boleto;Loja
C00619;07/10/2025;Segunda via de boleto;WhatsApp
C00619;25/01/2026;Negociacao de divida;Telefone
C00620;13/03/2025;Atualizacao cadastral;WhatsApp
C00620;29/05/2025;Segunda via de boleto;WhatsApp
C00627;05/07/2025;Atualizacao cadastral;Telefone
C00627;15/10/2025;Segunda via de boleto;Loja
C00628;26/04/2025;Duvida sobre produto;Telefone
C00628;15/09/2025;Atualizacao cadastral;Telefone
C00628;18/12/2025;Segunda via de boleto;Telefone
C00629;11/02/2026;Negociacao de divida;Telefone
C00636;27/01/2026;Segunda via de boleto;WhatsApp
C00639;04/09/2025;Atualizacao cadastral;Loja
C00639;29/01/2026;Negociacao de divida;WhatsApp
C00641;24/10/2025;Segunda via de boleto;Loja
C00643;07/10/2024;Reclamacao de entrega;Telefone
C00644;20/07/2025;Negociacao de divida;WhatsApp
C00646;28/06/2025;Segunda via de boleto;WhatsApp
C00646;13/07/2025;Segunda via de boleto;Loja
C00646;24/09/2025;Segunda via de boleto;WhatsApp
C00648;22/12/2025;Duvida sobre produto;WhatsApp
C00648;15/02/2026;Negociacao de divida;WhatsApp
C00650;24/12/2025;Atualizacao cadastral;Telefone
C00652;08/08/2025;Solicitacao de assistencia tecnica;Loja
C00653;30/04/2025;Atualizacao cadastral;Loja
C00653;14/11/2025;Segunda via de boleto;Loja
C00655;10/02/2026;Reclamacao de entrega;Telefone
C00656;09/01/2026;Segunda via de boleto;Loja
C00657;15/03/2025;Negociacao de divida;Telefone
C00657;10/04/2025;Reclamacao de entrega;Telefone
C00659;11/07/2025;Duvida sobre produto;WhatsApp
C00659;18/10/2025;Duvida sobre produto;Telefone
C00659;23/02/2026;Negociacao de divida;WhatsApp
C00660;25/01/2025;Negociacao de divida;Telefone
C00661;25/07/2025;Negociacao de divida;Telefone
C00664;19/07/2025;Atualizacao cadastral;WhatsApp
C00664;10/02/2026;Atualizacao cadastral;Site
C00665;27/07/2025;Solicitacao de assistencia tecnica;WhatsApp
C00666;30/12/2024;Reclamacao de entrega;WhatsApp
C00666;28/01/2025;Reclamacao de entrega;Loja
C00666;25/08/2025;Segunda via de boleto;Loja
C00666;28/09/2025;Segunda via de boleto;Telefone
C00667;23/02/2026;Atualizacao cadastral;Site
C00668;14/02/2026;Negociacao de divida;WhatsApp
C00670;19/07/2025;Solicitacao de assistencia tecnica;Site
C00672;17/09/2025;Segunda via de boleto;WhatsApp
C00672;26/09/2025;Solicitacao de assistencia tecnica;WhatsApp
C00672;25/11/2025;Segunda via de boleto;Telefone
C00672;01/03/2026;Negociacao de divida;WhatsApp
C00675;16/07/2025;Segunda via de boleto;Loja
C00675;27/02/2026;Negociacao de divida;Telefone
C00676;31/10/2025;Segunda via de boleto;Loja
C00676;04/03/2026;Negociacao de divida;WhatsApp
C00677;13/10/2025;Reclamacao de entrega;Telefone
C00677;30/01/2026;Duvida sobre produto;Telefone
C00679;26/06/2025;Reclamacao de entrega;Site
C00679;26/09/2025;Negociacao de divida;Telefone
C00682;17/12/2025;Reclamacao de entrega;WhatsApp
C00683;20/10/2024;Atualizacao cadastral;Telefone
C00683;21/11/2024;Atualizacao cadastral;WhatsApp
C00683;01/03/2025;Atualizacao cadastral;Telefone
C00684;26/06/2025;Negociacao de divida;Telefone
C00685;21/02/2026;Negociacao de divida;Telefone
C00687;14/08/2025;Segunda via de boleto;WhatsApp
C00687;08/09/2025;Segunda via de boleto;Telefone
C00688;26/09/2025;Solicitacao de assistencia tecnica;Loja
C00688;16/11/2025;Negociacao de divida;WhatsApp
C00689;23/08/2025;Negociacao de divida;WhatsApp
C00692;23/12/2025;Segunda via de boleto;WhatsApp
C00692;11/02/2026;Negociacao de divida;WhatsApp
C00693;21/05/2025;Reclamacao de entrega;WhatsApp
C00695;04/12/2025;Solicitacao de assistencia tecnica;Site
C00696;14/07/2025;Atualizacao cadastral;Telefone
C00696;07/08/2025;Segunda via de boleto;Telefone
C00696;13/09/2025;Atualizacao cadastral;Telefone
C00696;05/03/2026;Negociacao de divida;WhatsApp
C00697;27/11/2024;Solicitacao de assistencia tecnica;Telefone
C00697;09/07/2025;Negociacao de divida;WhatsApp
C00698;27/08/2025;Segunda via de boleto;Loja
C00702;22/11/2025;Segunda via de boleto;WhatsApp
C00702;31/01/2026;Solicitacao de assistencia tecnica;Telefone
C00702;18/02/2026;Negociacao de divida;Telefone
C00704;12/11/2025;Atualizacao cadastral;Telefone
C00704;05/12/2025;Negociacao de divida;WhatsApp
C00705;02/12/2024;Atualizacao cadastral;Loja
C00706;25/12/2025;Atualizacao cadastral;WhatsApp
C00707;19/02/2026;Negociacao de divida;Telefone
C00708;20/02/2026;Negociacao de divida;WhatsApp
C00709;06/09/2024;Atualizacao cadastral;WhatsApp
C00709;14/09/2024;Segunda via de boleto;Telefone
C00709;20/09/2024;Segunda via de boleto;Telefone
C00710;06/10/2025;Segunda via de boleto;Telefone
C00711;15/07/2025;Duvida sobre produto;Telefone
C00711;12/01/2026;Segunda via de boleto;WhatsApp
C00713;09/02/2026;Negociacao de divida;Telefone
C00716;07/03/2026;Negociacao de divida;WhatsApp
C00717;05/06/2025;Segunda via de boleto;Loja
C00717;03/08/2025;Segunda via de boleto;Loja
C00717;02/01/2026;Atualizacao cadastral;Telefone
C00719;14/09/2025;Segunda via de boleto;WhatsApp
C00719;02/02/2026;Segunda via de boleto;WhatsApp
C00719;11/02/2026;Atualizacao cadastral;Telefone
C00720;12/09/2025;Atualizacao cadastral;Site
C00722;09/03/2026;Negociacao de divida;Telefone
C00723;17/06/2025;Reclamacao de entrega;Loja
C00723;15/07/2025;Duvida sobre produto;Loja
C00724;17/03/2025;Segunda via de boleto;Loja
C00724;29/03/2025;Segunda via de boleto;WhatsApp
C00724;15/04/2025;Segunda via de boleto;Loja
C00724;01/09/2025;Negociacao de divida;WhatsApp
C00725;12/12/2025;Duvida sobre produto;Loja
C00725;20/12/2025;Segunda via de boleto;Telefone
C00725;11/02/2026;Negociacao de divida;Telefone
C00728;08/07/2025;Reclamacao de entrega;WhatsApp
C00729;26/05/2025;Duvida sobre produto;Telefone
C00729;03/10/2025;Segunda via de boleto;WhatsApp
C00730;13/11/2025;Atualizacao cadastral;Telefone
C00730;28/02/2026;Negociacao de divida;Telefone
C00731;10/01/2026;Atualizacao cadastral;WhatsApp
C00735;21/11/2025;Reclamacao de entrega;Telefone
C00735;26/01/2026;Reclamacao de entrega;Telefone
C00735;11/03/2026;Reclamacao de entrega;Site
C00736;14/09/2025;Duvida sobre produto;Site
C00736;06/02/2026;Solicitacao de assistencia tecnica;Site
C00737;06/11/2025;Segunda via de boleto;WhatsApp
C00737;27/01/2026;Negociacao de divida;WhatsApp
C00739;11/02/2026;Negociacao de divida;WhatsApp
C00740;20/06/2025;Segunda via de boleto;Loja
C00740;23/07/2025;Segunda via de boleto;WhatsApp
C00740;23/10/2025;Segunda via de boleto;WhatsApp
C00743;24/04/2025;Solicitacao de assistencia tecnica;Loja
C00743;25/11/2025;Solicitacao de assistencia tecnica;Telefone
C00743;17/01/2026;Duvida sobre produto;WhatsApp
C00745;24/07/2025;Duvida sobre produto;Loja
C00745;28/07/2025;Segunda via de boleto;Loja
C00745;23/12/2025;Segunda via de boleto;Telefone
C00745;17/02/2026;Negociacao de divida;WhatsApp
C00747;23/05/2025;Duvida sobre produto;Loja
C00747;01/06/2025;Solicitacao de assistencia tecnica;WhatsApp
C00747;24/06/2025;Segunda via de boleto;Loja
C00750;08/05/2025;Duvida sobre produto;WhatsApp
C00750;07/06/2025;Segunda via de boleto;Loja
C00750;29/09/2025;Segunda via de boleto;Telefone
C00750;30/09/2025;Segunda via de boleto;WhatsApp
C00750;04/01/2026;Negociacao de divida;WhatsApp
C00751;27/05/2025;Reclamacao de entrega;Site
C00755;08/08/2025;Segunda via de boleto;WhatsApp
C00755;05/11/2025;Segunda via de boleto;WhatsApp
C00755;07/12/2025;Segunda via de boleto;Telefone
C00756;23/03/2025;Segunda via de boleto;Telefone
C00756;07/07/2025;Segunda via de boleto;Loja
C00757;11/11/2025;Solicitacao de assistencia tecnica;Loja
C00757;07/03/2026;Negociacao de divida;WhatsApp
C00758;22/02/2025;Segunda via de boleto;Loja
C00759;20/09/2024;Solicitacao de assistencia tecnica;Loja
C00759;22/12/2024;Reclamacao de entrega;Site
C00761;23/10/2025;Duvida sobre produto;WhatsApp
C00761;19/12/2025;Duvida sobre produto;Site
C00762;28/10/2025;Segunda via de boleto;Loja
C00763;24/11/2025;Segunda via de boleto;Loja
C00764;17/01/2026;Negociacao de divida;Telefone
C00765;06/05/2025;Atualizacao cadastral;Telefone
C00769;12/02/2026;Negociacao de divida;WhatsApp
C00770;04/12/2025;Segunda via de boleto;WhatsApp
C00770;08/02/2026;Negociacao de divida;WhatsApp
C00771;23/08/2025;Segunda via de boleto;Telefone
C00772;25/05/2025;Atualizacao cadastral;WhatsApp
C00772;19/09/2025;Segunda via de boleto;WhatsApp
C00772;02/02/2026;Negociacao de divida;Telefone
C00773;31/01/2026;Reclamacao de entrega;Telefone
C00774;23/02/2026;Negociacao de divida;WhatsApp
C00775;10/09/2025;Reclamacao de entrega;Site
C00777;09/08/2025;Duvida sobre produto;Telefone
C00777;12/12/2025;Duvida sobre produto;WhatsApp
C00777;23/12/2025;Reclamacao de entrega;WhatsApp
C00777;28/12/2025;Segunda via de boleto;WhatsApp
C00778;12/11/2025;Solicitacao de assistencia tecnica;WhatsApp
C00781;31/03/2025;Reclamacao de entrega;Telefone
C00782;25/12/2025;Segunda via de boleto;WhatsApp
C00782;11/03/2026;Negociacao de divida;Telefone
C00784;13/08/2025;Atualizacao cadastral;Telefone
C00785;11/11/2024;Solicitacao de assistencia tecnica;Loja
C00785;27/02/2025;Duvida sobre produto;WhatsApp
C00786;26/12/2025;Duvida sobre produto;Site
C00788;08/07/2025;Atualizacao cadastral;WhatsApp
C00789;24/08/2025;Segunda via de boleto;WhatsApp
C00789;11/11/2025;Negociacao de divida;Telefone
C00790;05/08/2025;Solicitacao de assistencia tecnica;Telefone
C00791;31/08/2024;Segunda via de boleto;WhatsApp
C00791;31/01/2025;Reclamacao de entrega;Site
C00793;18/07/2025;Segunda via de boleto;Telefone
C00793;10/12/2025;Segunda via de boleto;Telefone
C00795;17/02/2026;Negociacao de divida;WhatsApp
C00797;15/03/2025;Duvida sobre produto;WhatsApp
C00800;19/01/2026;Atualizacao cadastral;Site
C00801;08/10/2025;Segunda via de boleto;WhatsApp
C00801;16/10/2025;Atualizacao cadastral;Telefone
C00801;27/02/2026;Negociacao de divida;Telefone
C00803;30/10/2025;Atualizacao cadastral;Site
C00804;29/11/2025;Reclamacao de entrega;Telefone
C00807;09/09/2025;Segunda via de boleto;WhatsApp
C00807;30/11/2025;Negociacao de divida;Telefone
C00809;25/10/2025;Reclamacao de entrega;WhatsApp
C00810;27/06/2025;Segunda via de boleto;WhatsApp
C00810;23/09/2025;Duvida sobre produto;Site
C00810;05/12/2025;Reclamacao de entrega;WhatsApp
C00810;12/02/2026;Negociacao de divida;Telefone
C00813;22/06/2025;Segunda via de boleto;Telefone
C00816;12/10/2025;Segunda via de boleto;Loja
C00819;28/09/2025;Duvida sobre produto;Telefone
C00820;19/12/2025;Segunda via de boleto;Telefone
C00821;16/02/2026;Negociacao de divida;WhatsApp
C00823;22/10/2025;Segunda via de boleto;WhatsApp
C00823;19/02/2026;Negociacao de divida;WhatsApp
C00824;08/02/2026;Negociacao de divida;Telefone
C00825;30/05/2025;Segunda via de boleto;Loja
C00825;21/09/2025;Solicitacao de assistencia tecnica;WhatsApp
C00825;13/11/2025;Segunda via de boleto;Loja
C00827;10/11/2025;Segunda via de boleto;Loja
C00827;29/01/2026;Atualizacao cadastral;Telefone
C00829;06/03/2026;Negociacao de divida;WhatsApp
C00830;01/09/2025;Segunda via de boleto;WhatsApp
C00830;16/02/2026;Negociacao de divida;WhatsApp
C00831;25/10/2025;Segunda via de boleto;Loja
C00834;06/07/2025;Segunda via de boleto;Telefone
C00835;02/06/2025;Solicitacao de assistencia tecnica;Site
C00838;25/09/2025;Duvida sobre produto;WhatsApp
C00840;07/12/2025;Duvida sobre produto;Telefone
C00841;15/10/2025;Segunda via de boleto;WhatsApp
C00841;17/01/2026;Segunda via de boleto;WhatsApp
C00841;20/02/2026;Solicitacao de assistencia tecnica;Site
C00843;14/03/2025;Atualizacao cadastral;Telefone
C00847;27/09/2025;Reclamacao de entrega;Telefone
C00848;20/01/2026;Duvida sobre produto;Telefone
C00850;11/07/2025;Segunda via de boleto;Loja
C00850;07/09/2025;Duvida sobre produto;Loja
C00850;11/02/2026;Negociacao de divida;WhatsApp
C00853;05/02/2026;Negociacao de divida;WhatsApp
C00854;14/12/2024;Duvida sobre produto;Site
C00855;19/12/2024;Duvida sobre produto;WhatsApp
C00856;26/03/2025;Solicitacao de assistencia tecnica;Loja
C00858;23/02/2026;Negociacao de divida;WhatsApp
C00859;16/02/2026;Negociacao de divida;WhatsApp
C00860;16/06/2025;Atualizacao cadastral;WhatsApp
C00861;04/04/2025;Reclamacao de entrega;WhatsApp
C00861;02/10/2025;Segunda via de boleto;Loja
C00862;10/05/2025;Atualizacao cadastral;Telefone
C00863;21/02/2026;Negociacao de divida;WhatsApp
C00866;02/08/2025;Segunda via de boleto;Telefone
C00866;10/02/2026;Negociacao de divida;Telefone
C00867;19/04/2025;Solicitacao de assistencia tecnica;Telefone
C00867;07/06/2025;Solicitacao de assistencia tecnica;Telefone
C00867;02/02/2026;Atualizacao cadastral;Telefone
C00867;10/02/2026;Solicitacao de assistencia tecnica;Telefone
C00869;19/08/2025;Segunda via de boleto;WhatsApp
C00869;16/09/2025;Atualizacao cadastral;WhatsApp
C00869;02/03/2026;Negociacao de divida;Telefone
C00870;22/02/2026;Negociacao de divida;WhatsApp
C00871;05/09/2025;Negociacao de divida;Telefone
C00873;24/11/2025;Reclamacao de entrega;WhatsApp
C00874;12/07/2025;Atualizacao cadastral;Telefone
C00874;11/03/2026;Negociacao de divida;Telefone
C00875;14/09/2025;Segunda via de boleto;Loja
C00876;01/06/2025;Atualizacao cadastral;Site
C00879;26/09/2025;Segunda via de boleto;Telefone
C00880;31/07/2024;Duvida sobre produto;Site
C00880;18/11/2024;Duvida sobre produto;WhatsApp
C00881;27/11/2025;Reclamacao de entrega;WhatsApp
C00884;04/07/2025;Negociacao de divida;WhatsApp
C00885;09/06/2025;Duvida sobre produto;Loja
C00885;27/07/2025;Segunda via de boleto;Loja
C00886;06/01/2026;Negociacao de divida;WhatsApp
C00887;13/11/2025;Reclamacao de entrega;Site
C00889;24/11/2025;Segunda via de boleto;Telefone
C00889;02/01/2026;Segunda via de boleto;Loja
C00889;20/01/2026;Segunda via de boleto;WhatsApp
C00889;27/01/2026;Segunda via de boleto;WhatsApp
C00890;09/02/2026;Negociacao de divida;WhatsApp
C00891;29/01/2026;Segunda via de boleto;Loja
C00891;13/02/2026;Negociacao de divida;Telefone
C00896;23/11/2025;Duvida sobre produto;Telefone
C00896;06/02/2026;Negociacao de divida;WhatsApp
C00899;27/02/2026;Atualizacao cadastral;Site
C00900;07/10/2025;Solicitacao de assistencia tecnica;Site
C00900;28/10/2025;Segunda via de boleto;WhatsApp
C00900;18/02/2026;Negociacao de divida;WhatsApp
C00901;22/06/2025;Duvida sobre produto;WhatsApp
C00902;04/11/2025;Segunda via de boleto;Loja
C00902;31/01/2026;Negociacao de divida;Telefone
C00903;20/06/2025;Segunda via de boleto;WhatsApp
C00903;26/06/2025;Reclamacao de entrega;WhatsApp
C00905;20/10/2024;Segunda via de boleto;Loja
C00907;28/02/2025;Reclamacao de entrega;Loja
C00908;14/06/2025;Duvida sobre produto;Telefone
C00908;21/06/2025;Reclamacao de entrega;Site
C00908;29/01/2026;Negociacao de divida;Telefone
C00911;14/01/2026;Reclamacao de entrega;Loja
C00914;02/01/2026;Negociacao de divida;Telefone
C00917;26/12/2025;Segunda via de boleto;Telefone
C00918;05/03/2026;Solicitacao de assistencia tecnica;Site
C00919;28/08/2025;Negociacao de divida;WhatsApp
C00922;23/10/2025;Atualizacao cadastral;Telefone
C00922;10/01/2026;Segunda via de boleto;Telefone
C00922;27/01/2026;Negociacao de divida;WhatsApp
C00924;13/03/2025;Solicitacao de assistencia tecnica;Telefone
C00926;11/06/2025;Reclamacao de entrega;WhatsApp
C00926;21/07/2025;Segunda via de boleto;Loja
C00926;11/08/2025;Segunda via de boleto;WhatsApp
C00926;31/08/2025;Duvida sobre produto;Loja
C00926;27/09/2025;Duvida sobre produto;Site
C00926;02/02/2026;Duvida sobre produto;Telefone
C00928;13/09/2025;Segunda via de boleto;WhatsApp
C00929;02/05/2025;Segunda via de boleto;Telefone
C00929;25/10/2025;Negociacao de divida;WhatsApp
C00931;12/12/2025;Reclamacao de entrega;Telefone
C00932;24/02/2026;Negociacao de divida;Telefone
C00933;08/02/2026;Negociacao de divida;Telefone
C00934;16/12/2025;Segunda via de boleto;Telefone
C00935;11/03/2025;Duvida sobre produto;Site
C00936;25/05/2025;Negociacao de divida;WhatsApp
C00937;21/02/2026;Negociacao de divida;Telefone
C00938;26/09/2024;Segunda via de boleto;Loja
C00939;05/06/2025;Segunda via de boleto;Telefone
C00939;12/08/2025;Segunda via de boleto;WhatsApp
C00941;26/08/2025;Duvida sobre produto;Site
C00941;14/10/2025;Segunda via de boleto;Telefone
C00941;27/10/2025;Segunda via de boleto;Loja
C00941;23/12/2025;Negociacao de divida;WhatsApp
C00947;08/10/2025;Segunda via de boleto;WhatsApp
C00947;04/01/2026;Negociacao de divida;WhatsApp
C00949;23/11/2025;Segunda via de boleto;WhatsApp
C00949;01/03/2026;Negociacao de divida;Telefone
C00950;21/08/2025;Negociacao de divida;Telefone
C00952;15/02/2026;Negociacao de divida;WhatsApp
C00953;23/09/2025;Segunda via de boleto;Loja
C00953;27/10/2025;Segunda via de boleto;Telefone
C00955;13/09/2025;Duvida sobre produto;Telefone
C00955;08/11/2025;Segunda via de boleto;Telefone
C00955;29/01/2026;Negociacao de divida;WhatsApp
C00956;06/11/2025;Segunda via de boleto;WhatsApp
C00956;16/02/2026;Negociacao de divida;WhatsApp
C00957;12/01/2025;Segunda via de boleto;WhatsApp
C00957;27/05/2025;Negociacao de divida;Telefone
C00959;30/01/2025;Atualizacao cadastral;WhatsApp
C00959;18/03/2025;Atualizacao cadastral;Site
C00959;30/07/2025;Negociacao de divida;Telefone
C00959;12/09/2025;Atualizacao cadastral;Telefone
C00961;15/07/2025;Solicitacao de assistencia tecnica;WhatsApp
C00961;20/09/2025;Duvida sobre produto;WhatsApp
C00963;05/02/2026;Negociacao de divida;Telefone
C00967;26/11/2024;Reclamacao de entrega;WhatsApp
C00967;28/01/2025;Solicitacao de assistencia tecnica;Telefone
C00967;05/09/2025;Solicitacao de assistencia tecnica;Loja
C00970;01/06/2025;Segunda via de boleto;Loja
C00970;26/08/2025;Negociacao de divida;WhatsApp
C00973;19/08/2025;Reclamacao de entrega;Loja
C00974;13/02/2026;Negociacao de divida;Telefone
C00976;17/12/2025;Segunda via de boleto;Loja
